Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US (Quick Batch), Texas—World War I Draft Registration Cards, 1917–1918 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/96DCAC9B-F355-4AA2-B89D-6C01BA246C8A/overview];96DCAC9B-F355-4AA2-B89D-6C01BA246C8A;READY_FOR_DELIVERY
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US, AL, AR, FL, KY, MO—World War I Draft Registration Cards, 1917–1918 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/3BC83693-DC43-47AC-84A0-1D50A78B75DF/overview];3BC83693-DC43-47AC-84A0-1D50A78B75DF;READY_FOR_DELIVERY
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US, Alabama—WWI Draft Registration Cards, 1917–1918 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6D8EC9B1-EAB6-4003-BEE9-E3A11A375FF4/overview];6D8EC9B1-EAB6-4003-BEE9-E3A11A375FF4;READY_FOR_DELIVERY
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US, Alabama—World War I Draft Registration Cards, 1917–1918 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/42C20001-C0C2-4609-9C60-412431FC19B1/overview];42C20001-C0C2-4609-9C60-412431FC19B1;READY_FOR_DELIVERY
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US, Alabama—World War I Draft Registration Cards, 1917–1918 \[Part F\]|https://www.familysearch.org/indexing/admin-new/#/projects/45629A8B-AE43-4B07-896F-3F3371F478E2/overview];45629A8B-AE43-4B07-896F-3F3371F478E2;READY_FOR_DELIVERY
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US, Arkansas—World War I Draft Registration Cards, 1917–1918 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/ED64EEA1-5FB2-4476-8D42-6568847F123D/overview];ED64EEA1-5FB2-4476-8D42-6568847F123D;READY_FOR_DELIVERY
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US, Arkansas—World War I Draft Registration Cards, 1917–1918 \[Part F\]|https://www.familysearch.org/indexing/admin-new/#/projects/AE0F2E0F-BA39-4A3B-8005-910C2A37B7C8/overview];AE0F2E0F-BA39-4A3B-8005-910C2A37B7C8;READY_FOR_DELIVERY
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US, Georgia—World War I Draft Registration Cards, 1917–1918 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/F160BC5E-07EF-4020-877A-7ABC42EF019C/overview];F160BC5E-07EF-4020-877A-7ABC42EF019C;READY_FOR_DELIVERY
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US, Oklahoma—World War I Draft Registration Cards, 1917–1918 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/9112B0A6-0749-4203-B895-7FE1FC6E5C94/overview];9112B0A6-0749-4203-B895-7FE1FC6E5C94;READY_FOR_DELIVERY
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US, Puerto Rico—World War I Draft Registration Cards, 1917–1918 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/16A80928-4A84-4E77-92E7-1F89F2CEA101/overview];16A80928-4A84-4E77-92E7-1F89F2CEA101;READY_FOR_DELIVERY
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US, South Carolina—World War I Draft Registration Cards, 1917–1918|https://www.familysearch.org/indexing/admin-new/#/projects/AAA0BEFF-667B-4E45-997D-A3D7735BA0E1/overview];AAA0BEFF-667B-4E45-997D-A3D7735BA0E1;READY_FOR_DELIVERY
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US, South Carolina—World War I Draft Registration Cards, 1917–1918 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/3909604B-1BEF-4780-8D62-C99A0CCAFCA3/overview];3909604B-1BEF-4780-8D62-C99A0CCAFCA3;READY_FOR_DELIVERY
[11-1229|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=11-1229];United States, World War One (WWI) Draft Registration Cards,1917-1918 Pt 1-FSI;In Production;[US, Tennessee—World War I Draft Registration Cards, 1917–1918 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/3E775297-401B-4ACD-9DBD-BA6CE0730C09/overview];3E775297-401B-4ACD-9DBD-BA6CE0730C09;READY_FOR_DELIVERY
