Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[19-0560|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-0560];Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;In Production;[Spain (Quick Batch), Gerona—Passport Records, 1717–1970 \[Part A\]|https:///www.familysearch.org/indexing/admin-new/#/projects/4E250D31-69EB-4512-955C-FC4E929EEF46/overview];4E250D31-69EB-4512-955C-FC4E929EEF46;READY_FOR_DELIVERY
[19-0560|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-0560];Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;In Production;[Spain, Gerona (Catalan)—Various Records, 1761–1939|https:///www.familysearch.org/indexing/admin-new/#/projects/7032E6E3-86C8-4E52-8A8E-B5E34DC956F3/overview];7032E6E3-86C8-4E52-8A8E-B5E34DC956F3;READY_FOR_WORK
[19-0560|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-0560];Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;In Production;[Spain, Gerona—Burial Records, 1864–1958|https:///www.familysearch.org/indexing/admin-new/#/projects/80165C7A-EFCE-4C28-A8E5-14A1474E34E8/overview];80165C7A-EFCE-4C28-A8E5-14A1474E34E8;READY_FOR_DELIVERY
[19-0560|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-0560];Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;In Production;[Spain, Gerona—Death Records, 1717–1970 \[Part A\]|https:///www.familysearch.org/indexing/admin-new/#/projects/1EC6A78F-8E20-423D-9E65-B108FEFC2AEE/overview];1EC6A78F-8E20-423D-9E65-B108FEFC2AEE;ACTIVE
[19-0560|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-0560];Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;In Production;[Spain, Gerona—Electoral Census, 1890–1902|https:///www.familysearch.org/indexing/admin-new/#/projects/E13D1350-9E7F-4C5A-812A-7ADEC2DA7AFF/overview];E13D1350-9E7F-4C5A-812A-7ADEC2DA7AFF;ACTIVE
[19-0560|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-0560];Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;In Production;[Spain, Gerona—Electoral Census, 1890–1936|https:///www.familysearch.org/indexing/admin-new/#/projects/9ED08484-3D3C-48E6-B6CE-E118252C60A3/overview];9ED08484-3D3C-48E6-B6CE-E118252C60A3;ACTIVE
[19-0560|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-0560];Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;In Production;[Spain, Gerona—Electoral Census, 1903–1936|https:///www.familysearch.org/indexing/admin-new/#/projects/26E79F08-55E2-46C0-B110-F9DDD3576D0F/overview];26E79F08-55E2-46C0-B110-F9DDD3576D0F;READY_FOR_WORK
[19-0560|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-0560];Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;In Production;[Spain, Gerona—Municipal Census, 1804–1945|https:///www.familysearch.org/indexing/admin-new/#/projects/A2DBE574-4366-44DE-892C-663D092F717B/overview];A2DBE574-4366-44DE-892C-663D092F717B;ACTIVE
[19-0560|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-0560];Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;In Production;[Spain, Gerona—Municipal Census, 1818–1953|https:///www.familysearch.org/indexing/admin-new/#/projects/1B31E2F6-EE30-43F4-BFF3-3F14657CDF4A/overview];1B31E2F6-EE30-43F4-BFF3-3F14657CDF4A;READY_FOR_WORK
[19-0560|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-0560];Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;In Production;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];966CB5B4-1C02-4236-9FB4-40E5B8050E0F;READY_FOR_WORK
[19-0560|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-0560];Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;In Production;[Spain, Gerona—Municipal Census, 1857–1946|https:///www.familysearch.org/indexing/admin-new/#/projects/57B10F15-E9EB-4584-82B9-2E053ADA1BF5/overview];57B10F15-E9EB-4584-82B9-2E053ADA1BF5;ACTIVE
[19-0560|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-0560];Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;In Production;[Spain, Gerona—Municipal Census, 1869–1919|https:///www.familysearch.org/indexing/admin-new/#/projects/9324C708-A489-4FFD-8890-6C9CB3E3B275/overview];9324C708-A489-4FFD-8890-6C9CB3E3B275;READY_FOR_WORK
