Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[19-1310|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-1310];Louisiana, New Orleans, Slave Manifests of Coastwise Vessels, 1807-1860 (ADE; NARA M1895) - FSI;Completed;[US, Louisiana, New Orleans—Slave Manifests of Coastwise Vessels, 1807–1860|https://www.familysearch.org/indexing/admin-new/#/projects/C027106B-2F11-4C52-83EB-7E2B6D866E08/overview];C027106B-2F11-4C52-83EB-7E2B6D866E08;READY_FOR_DELIVERY
