dgs;Date added to Report;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Active Project Count;Projects with no Imageset workflow
107678286;2021-01-04 09:52:12;20-1551: Wisconsin, Wisconsin Vital Records Office, Marriage Records, 1973-1978 (ACOM - 47703, WI 11) - FSI;;;[US, Wisconsin—Marriage Records, 1973–1978 \[Part A\]|https:///www.familysearch.org/indexing/admin-new/#/projects/ECD1CD36-AC14-4EC1-B4C9-C253B9AFE5D5/overview];[4374617E-FE63-4FDA-947E-C5C19CB84E3D|https://www.familysearch.org/indexing/admin-new/#/projects/ECD1CD36-AC14-4EC1-B4C9-C253B9AFE5D5/manage/4374617E-FE63-4FDA-947E-C5C19CB84E3D/batches/list];READY_FOR_WORK;
