dgs;Date added to Report;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Active Project Count;Projects with no Imageset workflow
106073376;2021-01-04 09:52:00;19-0732: New York City, World War II Draft Registration Cards,1940-1947 (NARA) - FSI \\ 19-0732: New York City, World War II Draft Registration Cards,1940-1947 (NARA) - FSI;[US, New York, New York City—World War II Draft Registration Cards, 1940–1947 \[Part G\]|https:///www.familysearch.org/indexing/admin-new/#/projects/A36790DB-CC01-4C51-BA92-1FA88CB834F7/overview];In Production;[US, New York, New York City—World War II Draft Registration Cards, 1940–1947 \[Part A\]|https:///www.familysearch.org/indexing/admin-new/#/projects/9655357B-6DF0-4D87-B530-4133C8F1F5A8/overview] \\ [US, New York, New York City—World War II Draft Registration Cards, 1940–1947 \[Part G\]|https:///www.familysearch.org/indexing/admin-new/#/projects/A36790DB-CC01-4C51-BA92-1FA88CB834F7/overview];[C5E22B06-E021-4A4D-9047-B89634279BB0|https://www.familysearch.org/indexing/admin-new/#/projects/9655357B-6DF0-4D87-B530-4133C8F1F5A8/manage/C5E22B06-E021-4A4D-9047-B89634279BB0/batches/list] \\ [C5E22B06-E021-4A4D-9047-B89634279BB0|https://www.familysearch.org/indexing/admin-new/#/projects/A36790DB-CC01-4C51-BA92-1FA88CB834F7/manage/C5E22B06-E021-4A4D-9047-B89634279BB0/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
