dgs;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
007192055;17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI \\ 17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI;[US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];Completed;[US, Colorado—Statewide Divorce Index, 1900–1939|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/overview] \\ [US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];[6E2960F8-BF93-4D32-9F79-C65786CE084F|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/manage/6E2960F8-BF93-4D32-9F79-C65786CE084F/batches/list] \\ [6E2960F8-BF93-4D32-9F79-C65786CE084F|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/manage/6E2960F8-BF93-4D32-9F79-C65786CE084F/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
007192056;17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI \\ 17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI;[US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];Completed;[US, Colorado—Statewide Divorce Index, 1900–1939|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/overview] \\ [US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];[0711456E-1E11-4A80-9536-1C898596A3DB|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/manage/0711456E-1E11-4A80-9536-1C898596A3DB/batches/list] \\ [0711456E-1E11-4A80-9536-1C898596A3DB|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/manage/0711456E-1E11-4A80-9536-1C898596A3DB/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
007192057;17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI \\ 17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI;[US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];Completed;[US, Colorado—Statewide Divorce Index, 1900–1939|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/overview] \\ [US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];[8BB903E0-3245-4813-98C5-36C398CB5DD9|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/manage/8BB903E0-3245-4813-98C5-36C398CB5DD9/batches/list] \\ [8BB903E0-3245-4813-98C5-36C398CB5DD9|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/manage/8BB903E0-3245-4813-98C5-36C398CB5DD9/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
007192058;17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI \\ 17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI;[US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];Completed;[US, Colorado—Statewide Divorce Index, 1900–1939|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/overview] \\ [US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];[AE1F81D0-2488-42FE-8509-3AFD49D1E4C8|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/manage/AE1F81D0-2488-42FE-8509-3AFD49D1E4C8/batches/list] \\ [AE1F81D0-2488-42FE-8509-3AFD49D1E4C8|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/manage/AE1F81D0-2488-42FE-8509-3AFD49D1E4C8/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
007192059;17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI \\ 17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI;[US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];Completed;[US, Colorado—Statewide Divorce Index, 1900–1939|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/overview] \\ [US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];[C2F680AB-D992-4931-9F2B-364727FA2E1B|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/manage/C2F680AB-D992-4931-9F2B-364727FA2E1B/batches/list] \\ [C2F680AB-D992-4931-9F2B-364727FA2E1B|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/manage/C2F680AB-D992-4931-9F2B-364727FA2E1B/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
007192060;17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI \\ 17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI;[US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];Completed;[US, Colorado—Statewide Divorce Index, 1900–1939|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/overview] \\ [US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];[41CB49A9-4BA4-49AF-92BA-146282CC53F3|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/manage/41CB49A9-4BA4-49AF-92BA-146282CC53F3/batches/list] \\ [41CB49A9-4BA4-49AF-92BA-146282CC53F3|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/manage/41CB49A9-4BA4-49AF-92BA-146282CC53F3/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
007192061;17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI \\ 17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI;[US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];Completed;[US, Colorado—Statewide Divorce Index, 1900–1939|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/overview] \\ [US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];[CB6F865F-9864-44DC-86B8-10744C8BAEFB|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/manage/CB6F865F-9864-44DC-86B8-10744C8BAEFB/batches/list] \\ [CB6F865F-9864-44DC-86B8-10744C8BAEFB|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/manage/CB6F865F-9864-44DC-86B8-10744C8BAEFB/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
007192062;17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI \\ 17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI;[US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];Completed;[US, Colorado—Statewide Divorce Index, 1900–1939|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/overview] \\ [US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];[BED4AAD8-938E-4C37-A42F-75DA2C8D40EF|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/manage/BED4AAD8-938E-4C37-A42F-75DA2C8D40EF/batches/list] \\ [BED4AAD8-938E-4C37-A42F-75DA2C8D40EF|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/manage/BED4AAD8-938E-4C37-A42F-75DA2C8D40EF/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
007192063;17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI \\ 17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI;[US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];Completed;[US, Colorado—Statewide Divorce Index, 1900–1939|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/overview] \\ [US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];[C9C30E39-08C7-4C6C-A2B9-87A0E7DD8189|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/manage/C9C30E39-08C7-4C6C-A2B9-87A0E7DD8189/batches/list] \\ [C9C30E39-08C7-4C6C-A2B9-87A0E7DD8189|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/manage/C9C30E39-08C7-4C6C-A2B9-87A0E7DD8189/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
007192064;17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI \\ 17-1131: Colorado, Statewide Divorce Index, 1900-1939 - FSI;[US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];Completed;[US, Colorado—Statewide Divorce Index, 1900–1939|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/overview] \\ [US (Quick Batch), Colorado—Statewide Divorce Index, 1900–1939 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/overview];[D6A5371E-3572-42DE-A94E-BCA7BF55883D|https://www.familysearch.org/indexing/admin-new/#/projects/41F3FD4D-C562-4FE2-866C-D1573FF4ADCD/manage/D6A5371E-3572-42DE-A94E-BCA7BF55883D/batches/list] \\ [D6A5371E-3572-42DE-A94E-BCA7BF55883D|https://www.familysearch.org/indexing/admin-new/#/projects/6F6C3C28-07B9-4205-82B5-F315E01203D0/manage/D6A5371E-3572-42DE-A94E-BCA7BF55883D/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
