dgs;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
008261777;19-1419: United States Passenger Lists of Aliens Pre-Examined in Canada and Mexico, 1906-1954 (NARA A3414, A3446, M2032, A3463, A4188) - FSI, INDEX DELIVERY;;;[US—Aliens Pre-Examined in Canada and Mexico, 1906–1954 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/overview];[8AF9DABC-38CA-4CEF-AE8F-C6B8227460DC|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/manage/8AF9DABC-38CA-4CEF-AE8F-C6B8227460DC/batches/list];ACTIVE;
103195330;19-1419: United States Passenger Lists of Aliens Pre-Examined in Canada and Mexico, 1906-1954 (NARA A3414, A3446, M2032, A3463, A4188) - FSI, INDEX DELIVERY;;;[US—Aliens Pre-Examined in Canada and Mexico, 1906–1954 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/overview];[75B02BC2-A6B6-466E-B511-518A0DCB306F|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/manage/75B02BC2-A6B6-466E-B511-518A0DCB306F/batches/list];ACTIVE;
103195331;19-1419: United States Passenger Lists of Aliens Pre-Examined in Canada and Mexico, 1906-1954 (NARA A3414, A3446, M2032, A3463, A4188) - FSI, INDEX DELIVERY;;;[US—Aliens Pre-Examined in Canada and Mexico, 1906–1954 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/overview];[E7666209-744D-437C-AB5B-3112A32B4761|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/manage/E7666209-744D-437C-AB5B-3112A32B4761/batches/list];ACTIVE;
103376241;19-1419: United States Passenger Lists of Aliens Pre-Examined in Canada and Mexico, 1906-1954 (NARA A3414, A3446, M2032, A3463, A4188) - FSI, INDEX DELIVERY;;;[US—Aliens Pre-Examined in Canada and Mexico, 1906–1954 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/overview];[86B68310-5947-4008-950D-F57C6593C4EC|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/manage/86B68310-5947-4008-950D-F57C6593C4EC/batches/list];ACTIVE;
103376242;19-1419: United States Passenger Lists of Aliens Pre-Examined in Canada and Mexico, 1906-1954 (NARA A3414, A3446, M2032, A3463, A4188) - FSI, INDEX DELIVERY;;;[US—Aliens Pre-Examined in Canada and Mexico, 1906–1954 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/overview];[2E6F6AEF-F91C-491D-A0AE-3AB0E362EB2C|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/manage/2E6F6AEF-F91C-491D-A0AE-3AB0E362EB2C/batches/list];ACTIVE;
103376243;19-1419: United States Passenger Lists of Aliens Pre-Examined in Canada and Mexico, 1906-1954 (NARA A3414, A3446, M2032, A3463, A4188) - FSI, INDEX DELIVERY;;;[US—Aliens Pre-Examined in Canada and Mexico, 1906–1954 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/overview];[C25C12CD-B20A-4473-8436-A6A238D0ABC2|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/manage/C25C12CD-B20A-4473-8436-A6A238D0ABC2/batches/list];ACTIVE;
103376244;19-1419: United States Passenger Lists of Aliens Pre-Examined in Canada and Mexico, 1906-1954 (NARA A3414, A3446, M2032, A3463, A4188) - FSI, INDEX DELIVERY;;;[US—Aliens Pre-Examined in Canada and Mexico, 1906–1954 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/overview];[1D360DE9-9CAF-4473-B287-69E36AEEA80A|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/manage/1D360DE9-9CAF-4473-B287-69E36AEEA80A/batches/list];ACTIVE;
103376245;19-1419: United States Passenger Lists of Aliens Pre-Examined in Canada and Mexico, 1906-1954 (NARA A3414, A3446, M2032, A3463, A4188) - FSI, INDEX DELIVERY;;;[US—Aliens Pre-Examined in Canada and Mexico, 1906–1954 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/overview];[66DA32B7-9ED6-41C0-BA50-3D55521057F9|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/manage/66DA32B7-9ED6-41C0-BA50-3D55521057F9/batches/list];ACTIVE;
103376246;19-1419: United States Passenger Lists of Aliens Pre-Examined in Canada and Mexico, 1906-1954 (NARA A3414, A3446, M2032, A3463, A4188) - FSI, INDEX DELIVERY;;;[US—Aliens Pre-Examined in Canada and Mexico, 1906–1954 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/overview];[6789C631-B0E6-4A0F-8C2A-EF1BA6D55479|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/manage/6789C631-B0E6-4A0F-8C2A-EF1BA6D55479/batches/list];ACTIVE;
103376247;19-1419: United States Passenger Lists of Aliens Pre-Examined in Canada and Mexico, 1906-1954 (NARA A3414, A3446, M2032, A3463, A4188) - FSI, INDEX DELIVERY;;;[US—Aliens Pre-Examined in Canada and Mexico, 1906–1954 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/overview];[456327D4-3C26-486D-B3D5-EFF3B9BA37E2|https://www.familysearch.org/indexing/admin-new/#/projects/154B304E-3885-4A39-9931-40B9D6DDD3EF/manage/456327D4-3C26-486D-B3D5-EFF3B9BA37E2/batches/list];ACTIVE;
