dgs;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
105807374;18-0878: Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);;;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte D\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/overview];[66605343-9B12-4A20-BBBE-834262F63BA1|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/manage/66605343-9B12-4A20-BBBE-834262F63BA1/batches/list];READY_FOR_DELIVERY;
105807377;18-0878: Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);;;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte D\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/overview];[31ED0EA7-DD10-482F-8052-AC9D4CE7D01F|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/manage/31ED0EA7-DD10-482F-8052-AC9D4CE7D01F/batches/list];READY_FOR_DELIVERY;
105807424;18-0878: Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);;;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte D\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/overview];[4AA3F02C-92A6-448C-ABEC-477958EDE20F|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/manage/4AA3F02C-92A6-448C-ABEC-477958EDE20F/batches/list];READY_FOR_DELIVERY;
105862125;18-0878: Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);;;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte D\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/overview];[5BF3EF3F-134C-4066-9165-35B66B77FF31|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/manage/5BF3EF3F-134C-4066-9165-35B66B77FF31/batches/list];READY_FOR_DELIVERY;
105862131;18-0878: Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);;;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte D\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/overview];[24F22BD8-8AA5-4E18-838D-699FF6039472|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/manage/24F22BD8-8AA5-4E18-838D-699FF6039472/batches/list];READY_FOR_DELIVERY;
105862138;18-0878: Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);;;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte D\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/overview];[2EAF83C7-CAFE-4FA9-A321-64E7285EE341|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/manage/2EAF83C7-CAFE-4FA9-A321-64E7285EE341/batches/list];READY_FOR_DELIVERY;
105862328;18-0878: Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);;;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte D\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/overview];[DE7F9DE0-73DE-43AC-84EE-B49705ABE58C|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/manage/DE7F9DE0-73DE-43AC-84EE-B49705ABE58C/batches/list];READY_FOR_DELIVERY;
105862332;18-0878: Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);;;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte D\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/overview];[C72A8FF1-5503-4768-BBE2-67BD4AAA87BA|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/manage/C72A8FF1-5503-4768-BBE2-67BD4AAA87BA/batches/list];READY_FOR_DELIVERY;
105862338;18-0878: Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);;;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte D\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/overview];[DA1295DF-CDA9-4610-ADBF-50D4E86B03F0|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/manage/DA1295DF-CDA9-4610-ADBF-50D4E86B03F0/batches/list];READY_FOR_DELIVERY;
105862537;18-0878: Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);;;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte D\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/overview];[A59FF307-D945-4052-946D-F64D0201F652|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/manage/A59FF307-D945-4052-946D-F64D0201F652/batches/list];READY_FOR_DELIVERY;
