dgs;Date added to Report;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
008212453;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;A424D24E-999E-43D4-AC12-FA8E4575D34B;;
008212461;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;E75969A0-89DA-485F-BC22-8518F4B34CB1;;
008212473;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;E9FEA48E-B27F-45D8-BD29-08D90E70D57A;;
008212476;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;9DFEEAB3-86A8-4CA3-8225-F0C04332251C;;
008212484;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;15B88DF1-C408-40E2-BF95-C4E1D0EB4B4F;;
008212492;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;56298A5B-EE76-4773-90B0-5DDC8E339999;;
008212507;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;6B22EE2C-49D4-48DB-8518-64BC689B5CF4;;
008212517;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;AF72E0A6-2D27-413A-B9DA-F1FCDA6F06C8;;
008212741;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;7357BCF7-D456-4DAC-A552-35EAD2E3059F;;
008212743;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;0D330E52-18E0-46A3-8086-A07D76D33C37;;
008212745;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;BBA4B335-62E7-4E12-84E4-A9986958B709;;
008212747;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;057E88E7-BEF1-4ED9-842A-2777F5F0C896;;
008212748;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;03859F72-B7E1-46A9-813A-F5158670BB1B;;
008212755;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;8173FE8E-1856-4CAE-8D1E-B079C223687B;;
008212758;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;49554965-6EE3-49B2-BB35-85593DF955CB;;
008212773;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;6FFE4E52-6DDE-493D-92F4-5CDD8868F221;;
008212785;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;F2014B66-929E-4F07-8084-E71566576543;;
008212792;2020-10-22 15:56:55;16-1180: Wales, National Library of Wales Marriage Bonds, 1564-1900 - FSI;[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];In Production;;37B3FFF9-CC8B-4D00-9598-0491917A6C50;;
