dgs;Date added to Report;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
104492857;2021-06-29 17:28:20;21-0798: Ireland, Clare, Church Records, 1740-1913 - FSI/DB for FSI Support;[Ireland, Clare—Church Records, 1740–1913 \[Part A\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/539EA3BA-1658-4DB3-89DD-2C69EAB31F6D/overview];In Production;;76776525-1D5E-4BD7-BAE5-B56731B0768C;;
104492858;2021-06-29 17:28:20;21-0798: Ireland, Clare, Church Records, 1740-1913 - FSI/DB for FSI Support;[Ireland, Clare—Church Records, 1740–1913 \[Part A\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/539EA3BA-1658-4DB3-89DD-2C69EAB31F6D/overview];In Production;;5B3AFBDD-C718-42C5-9EB7-842D415C22CF;;
104500002;2021-06-29 17:28:20;20-1032: Ireland, Church Records, 1740-1913 - FSI/DB for FSI Support \\ 21-0798: Ireland, Clare, Church Records, 1740-1913 - FSI/DB for FSI Support;[Ireland, Clare—Church Records, 1740–1913 \[Part A\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/539EA3BA-1658-4DB3-89DD-2C69EAB31F6D/overview] \\ [Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];In Production \\ In Production;[Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];[FFAE099B-4513-4834-987C-37A55FF27B5D|https://www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/manage/FFAE099B-4513-4834-987C-37A55FF27B5D/batches/list];ACTIVE;
104500003;2021-06-29 17:28:20;21-0798: Ireland, Clare, Church Records, 1740-1913 - FSI/DB for FSI Support;[Ireland, Clare—Church Records, 1740–1913 \[Part A\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/539EA3BA-1658-4DB3-89DD-2C69EAB31F6D/overview];In Production;;B11F26C7-7BCE-4AFB-A471-841DF2CB514B;;
104500004;2021-06-29 17:28:20;20-1032: Ireland, Church Records, 1740-1913 - FSI/DB for FSI Support \\ 21-0798: Ireland, Clare, Church Records, 1740-1913 - FSI/DB for FSI Support;[Ireland, Clare—Church Records, 1740–1913 \[Part A\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/539EA3BA-1658-4DB3-89DD-2C69EAB31F6D/overview] \\ [Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];In Production \\ In Production;[Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];[54331C8E-CAEA-4BDE-846A-D201473B5D07|https://www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/manage/54331C8E-CAEA-4BDE-846A-D201473B5D07/batches/list];ACTIVE;
104500005;2021-06-29 17:28:20;20-1032: Ireland, Church Records, 1740-1913 - FSI/DB for FSI Support \\ 21-0798: Ireland, Clare, Church Records, 1740-1913 - FSI/DB for FSI Support;[Ireland, Clare—Church Records, 1740–1913 \[Part A\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/539EA3BA-1658-4DB3-89DD-2C69EAB31F6D/overview] \\ [Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];In Production \\ In Production;[Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];[321403D4-21B2-42BD-9A76-94914D7CBDAD|https://www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/manage/321403D4-21B2-42BD-9A76-94914D7CBDAD/batches/list];ACTIVE;
104500006;2021-06-29 17:28:20;21-0798: Ireland, Clare, Church Records, 1740-1913 - FSI/DB for FSI Support;[Ireland, Clare—Church Records, 1740–1913 \[Part A\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/539EA3BA-1658-4DB3-89DD-2C69EAB31F6D/overview];In Production;;745BFC7D-454E-46CC-887A-A4E6EDF28FAD;;
104500007;2021-06-29 17:28:20;20-1032: Ireland, Church Records, 1740-1913 - FSI/DB for FSI Support \\ 21-0798: Ireland, Clare, Church Records, 1740-1913 - FSI/DB for FSI Support;[Ireland, Clare—Church Records, 1740–1913 \[Part A\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/539EA3BA-1658-4DB3-89DD-2C69EAB31F6D/overview] \\ [Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];In Production \\ In Production;[Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];[0AF34173-24BA-484A-AF68-1AD85C00A051|https://www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/manage/0AF34173-24BA-484A-AF68-1AD85C00A051/batches/list];ACTIVE;
104500008;2021-06-29 17:28:20;20-1032: Ireland, Church Records, 1740-1913 - FSI/DB for FSI Support \\ 21-0798: Ireland, Clare, Church Records, 1740-1913 - FSI/DB for FSI Support;[Ireland, Clare—Church Records, 1740–1913 \[Part A\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/539EA3BA-1658-4DB3-89DD-2C69EAB31F6D/overview] \\ [Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];In Production \\ In Production;[Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];[CD80C274-F440-480B-8A02-584A1C8AADCC|https://www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/manage/CD80C274-F440-480B-8A02-584A1C8AADCC/batches/list];ACTIVE;
104500009;2021-06-29 17:28:20;20-1032: Ireland, Church Records, 1740-1913 - FSI/DB for FSI Support \\ 21-0798: Ireland, Clare, Church Records, 1740-1913 - FSI/DB for FSI Support;[Ireland, Clare—Church Records, 1740–1913 \[Part A\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/539EA3BA-1658-4DB3-89DD-2C69EAB31F6D/overview] \\ [Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];In Production \\ In Production;;545F2DCF-A216-4CFC-B799-6C3AE5A5BA27;;
104500010;2021-06-29 17:28:20;20-1032: Ireland, Church Records, 1740-1913 - FSI/DB for FSI Support \\ 21-0798: Ireland, Clare, Church Records, 1740-1913 - FSI/DB for FSI Support;[Ireland, Clare—Church Records, 1740–1913 \[Part A\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/539EA3BA-1658-4DB3-89DD-2C69EAB31F6D/overview] \\ [Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];In Production \\ In Production;[Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];[2B245425-507D-4AF6-A668-22D87982901E|https://www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/manage/2B245425-507D-4AF6-A668-22D87982901E/batches/list];ACTIVE;
104500011;2021-06-29 17:28:20;20-1032: Ireland, Church Records, 1740-1913 - FSI/DB for FSI Support \\ 21-0798: Ireland, Clare, Church Records, 1740-1913 - FSI/DB for FSI Support;[Ireland, Clare—Church Records, 1740–1913 \[Part A\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/539EA3BA-1658-4DB3-89DD-2C69EAB31F6D/overview] \\ [Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];In Production \\ In Production;[Ireland, Cork—Church Records, 1740–1913|https:///www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/overview];[E270F286-6DD0-4A12-90A5-D62C92276CE4|https://www.familysearch.org/indexing/admin-new/#/projects/A0F6A289-CDA6-4B18-8864-172A12A4FFB9/manage/E270F286-6DD0-4A12-90A5-D62C92276CE4/batches/list];ACTIVE;
