project UUID;name;count;state
[A21328DF-DA70-4950-91AA-8E68B749FFBC];[US, New Jersey—Naturalization Records, 1796–1991 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/A21328DF-DA70-4950-91AA-8E68B749FFBC/overview];4;READY_FOR_DELIVERY
[15916825-2453-4F65-9D54-91FA7CAF8C58];[El Salvador, Registros Civiles, 1836–2001 \[Parte D\]|https://www.familysearch.org/indexing/admin-new/#/projects/15916825-2453-4F65-9D54-91FA7CAF8C58/overview];100;ACTIVE
[4C9957C3-51B8-4E08-A604-C56734D77BD8];[Guatemala—Civil Registration, 1885–2009 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/4C9957C3-51B8-4E08-A604-C56734D77BD8/overview];100;ACTIVE
[D811C1B9-F3A8-4073-88B5-A4B215F4D381];[Portugal, Aveiro— Passport Registers, 1861–1965 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/D811C1B9-F3A8-4073-88B5-A4B215F4D381/overview];100;ACTIVE
[1823203C-7D30-4138-9D0E-F08F6D642682];[South Africa—Marriage Records, 1840–1973 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/1823203C-7D30-4138-9D0E-F08F6D642682/overview];100;ACTIVE
[9D174D87-DC52-4621-B5DA-5A978D0F00CC];[France, Calvados—Première Guerre mondiale, Enregistrements du recrutement, 1867–1921 \[Partie A\]|https://www.familysearch.org/indexing/admin-new/#/projects/9D174D87-DC52-4621-B5DA-5A978D0F00CC/overview];529;READY_FOR_DELIVERY
[74413892-9D82-4BE0-B022-1DEC18E29266];[French Polynesia (Quick Batch)—Civil Registration, 1780–2002 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/74413892-9D82-4BE0-B022-1DEC18E29266/overview];100;ACTIVE
[62BB214E-B0A5-489C-BA43-3058A190C46F];[US, Kansas—1915 State Census \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/62BB214E-B0A5-489C-BA43-3058A190C46F/overview];1;READY_FOR_DELIVERY
[8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD];[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];1;READY_FOR_DELIVERY
[A4BCB53C-B37C-4E45-BF20-519B58599789];[Hungary, Budapest—Civil Registration, Districts 1-13, 1895–1973 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/A4BCB53C-B37C-4E45-BF20-519B58599789/overview];29;ACTIVE
[27FCEC51-9261-4943-B03B-A002E402D652];[Brasil, São Paulo—Registro Civil, Nacimientos, 1907–1995 \[Parte F\]|https://www.familysearch.org/indexing/admin-new/#/projects/27FCEC51-9261-4943-B03B-A002E402D652/overview];488;READY_FOR_DELIVERY
[06660EB2-3409-4817-8124-84FA2CCFB5DE];[South Africa, Transvaal—Marriage Records, 1870–1930|https://www.familysearch.org/indexing/admin-new/#/projects/06660EB2-3409-4817-8124-84FA2CCFB5DE/overview];1000;READY_FOR_DELIVERY
[17F5D269-B419-4BD2-9ADD-901B4AE64B5B];[Italia (Antenati Italiani), Avellino—Stato Civile, 1866–1947 \[Parte 2M\]|https://www.familysearch.org/indexing/admin-new/#/projects/17F5D269-B419-4BD2-9ADD-901B4AE64B5B/overview];11;ACTIVE
[F2E5E565-8048-47B1-96E7-5223CAF3E8AC];[Italy (Antenati Italiani), Salerno—Civil Registration, 1809–1946 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/F2E5E565-8048-47B1-96E7-5223CAF3E8AC/overview];31;ACTIVE
[8AE9E804-843E-4FDD-A75E-3F01DFEB7AF3];[Italia (Antenati Italiani), Benevento—Matrimoni, 1810–1942 \[Parte G\]|https://www.familysearch.org/indexing/admin-new/#/projects/8AE9E804-843E-4FDD-A75E-3F01DFEB7AF3/overview];100;ACTIVE
[C9272102-A61E-48AD-9122-2C3704AE584F];[El Salvador—Registros Civiles, 1836–2001 \[Parte C\]|https://www.familysearch.org/indexing/admin-new/#/projects/C9272102-A61E-48AD-9122-2C3704AE584F/overview];846;READY_FOR_DELIVERY
[7DF5BA49-7CBA-439D-912A-21214A116D61];[US—Canadian Border Crossings, 1894–1954|https://www.familysearch.org/indexing/admin-new/#/projects/7DF5BA49-7CBA-439D-912A-21214A116D61/overview];1000;READY_FOR_DELIVERY
[E95E8F99-86F6-425E-A853-A0F4F20A8EBD];[US, Alaska—Naturalizations, 1884–1991|https://www.familysearch.org/indexing/admin-new/#/projects/E95E8F99-86F6-425E-A853-A0F4F20A8EBD/overview];27;ACTIVE
