Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[19-1086|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-1086];Florida, Pensacola, Passenger Lists of Citizens (1924–1948) and Aliens (1946-1948) Arriving at Pensacola, Florida; Passenger Lists of Vessels Departing from Pensacola, Florida (1926-1948) - (NARA M2021) - FSI;Completed;[US, Florida, Pensacola—Passenger Lists of Citizens and Aliens Arriving at Pensacola, 1924–1948|https://www.familysearch.org/indexing/admin-new/#/projects/445D9DA3-1A50-4A07-917B-B959C7FAD1AD/overview];445D9DA3-1A50-4A07-917B-B959C7FAD1AD;READY_FOR_DELIVERY
