dgs;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
004999711;16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI;;;[Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte E\]|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/overview];[77C59183-5975-470F-972B-E1ABA1F5BD9D|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/manage/77C59183-5975-470F-972B-E1ABA1F5BD9D/batches/list];ACTIVE;
004999714;16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI;;;[Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte E\]|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/overview];[252D132A-F513-4371-85AE-330D5922D0DB|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/manage/252D132A-F513-4371-85AE-330D5922D0DB/batches/list];ACTIVE;
004999718;16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI;;;[Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte E\]|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/overview];[D1F8096F-8859-4186-BC17-E1C0BC470724|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/manage/D1F8096F-8859-4186-BC17-E1C0BC470724/batches/list];ACTIVE;
004999719;16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI \\ 16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI;;;[Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte E\]|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/overview] \\ [Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte C\]|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/overview];[6EE6171E-ED6D-46B3-A4B4-0FF05CCAE56E|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/manage/6EE6171E-ED6D-46B3-A4B4-0FF05CCAE56E/batches/list] \\ [6EE6171E-ED6D-46B3-A4B4-0FF05CCAE56E|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/manage/6EE6171E-ED6D-46B3-A4B4-0FF05CCAE56E/batches/list];ACTIVE \\ READY_FOR_DELIVERY;
004999722;16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI \\ 16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI;;;[Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte E\]|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/overview] \\ [Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte C\]|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/overview];[8E2564E4-81A4-4235-9DAD-556469711641|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/manage/8E2564E4-81A4-4235-9DAD-556469711641/batches/list] \\ [8E2564E4-81A4-4235-9DAD-556469711641|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/manage/8E2564E4-81A4-4235-9DAD-556469711641/batches/list];ACTIVE \\ READY_FOR_DELIVERY;
005000700;16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI \\ 16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI;;;[Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte E\]|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/overview] \\ [Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte C\]|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/overview];[3D47C936-7290-490B-8F93-1B816D2E80B0|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/manage/3D47C936-7290-490B-8F93-1B816D2E80B0/batches/list] \\ [3D47C936-7290-490B-8F93-1B816D2E80B0|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/manage/3D47C936-7290-490B-8F93-1B816D2E80B0/batches/list];ACTIVE \\ READY_FOR_DELIVERY;
005000702;16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI \\ 16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI;;;[Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte E\]|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/overview] \\ [Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte C\]|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/overview];[F1FBB28F-3D50-406F-867F-E49E1D628301|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/manage/F1FBB28F-3D50-406F-867F-E49E1D628301/batches/list] \\ [F1FBB28F-3D50-406F-867F-E49E1D628301|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/manage/F1FBB28F-3D50-406F-867F-E49E1D628301/batches/list];ACTIVE \\ READY_FOR_DELIVERY;
005000716;16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI \\ 16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI;;;[Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte E\]|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/overview] \\ [Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte C\]|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/overview];[E656F782-C190-42CF-BD97-143B66A9C980|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/manage/E656F782-C190-42CF-BD97-143B66A9C980/batches/list] \\ [E656F782-C190-42CF-BD97-143B66A9C980|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/manage/E656F782-C190-42CF-BD97-143B66A9C980/batches/list];ACTIVE \\ READY_FOR_DELIVERY;
005000718;16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI \\ 16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI;;;[Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte E\]|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/overview] \\ [Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte C\]|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/overview];[286280FB-E336-405D-9083-A876B7A23EF0|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/manage/286280FB-E336-405D-9083-A876B7A23EF0/batches/list] \\ [286280FB-E336-405D-9083-A876B7A23EF0|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/manage/286280FB-E336-405D-9083-A876B7A23EF0/batches/list];ACTIVE \\ READY_FOR_DELIVERY;
005007196;16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI \\ 16-0006: Venezuela, Caracas, Catholic Church Records, 1578-1947 - FSI;;;[Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte E\]|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/overview] \\ [Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte C\]|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/overview];[7C3F9696-CD53-44A6-B61F-1A3B4E3EB7EC|https://www.familysearch.org/indexing/admin-new/#/projects/4C028A42-87F7-41FF-B151-8D53DFB6AB39/manage/7C3F9696-CD53-44A6-B61F-1A3B4E3EB7EC/batches/list] \\ [7C3F9696-CD53-44A6-B61F-1A3B4E3EB7EC|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/manage/7C3F9696-CD53-44A6-B61F-1A3B4E3EB7EC/batches/list];ACTIVE \\ READY_FOR_DELIVERY;
