dgs;Date added to Report;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
100071131;2021-02-25 11:44:42;20-0834: Papua New Guinea, Vital Records, 1867-2010 - FSI;[Papua New Guinea—Vital Records, 1867–2010 \[Part B\] Test|https:///www.familysearch.org/indexing/admin-new/#/projects/7155349C-AF41-4D06-B5E9-D291642E9E76/overview];In Production;;C4087D27-DF06-4C4A-8715-58B17BC2889A;;
100071132;2021-02-25 11:44:42;20-0834: Papua New Guinea, Vital Records, 1867-2010 - FSI;[Papua New Guinea—Vital Records, 1867–2010 \[Part B\] Test|https:///www.familysearch.org/indexing/admin-new/#/projects/7155349C-AF41-4D06-B5E9-D291642E9E76/overview];In Production;;6606039E-28B1-4D20-8301-A767E0231012;;
100071133;2021-02-25 11:44:42;20-0834: Papua New Guinea, Vital Records, 1867-2010 - FSI;[Papua New Guinea—Vital Records, 1867–2010 \[Part B\] Test|https:///www.familysearch.org/indexing/admin-new/#/projects/7155349C-AF41-4D06-B5E9-D291642E9E76/overview];In Production;;453A24E0-7AEE-4D58-B9AB-EFE43BAA5FDE;;
100071134;2021-02-25 11:44:42;20-0834: Papua New Guinea, Vital Records, 1867-2010 - FSI;[Papua New Guinea—Vital Records, 1867–2010 \[Part B\] Test|https:///www.familysearch.org/indexing/admin-new/#/projects/7155349C-AF41-4D06-B5E9-D291642E9E76/overview];In Production;;A8605857-2075-4A7B-829B-9E5C3552E8B6;;
100071135;2021-02-25 11:44:42;20-0834: Papua New Guinea, Vital Records, 1867-2010 - FSI;[Papua New Guinea—Vital Records, 1867–2010 \[Part B\] Test|https:///www.familysearch.org/indexing/admin-new/#/projects/7155349C-AF41-4D06-B5E9-D291642E9E76/overview];In Production;;A27E5601-484F-4CD9-8D36-4A4705E840E8;;
100071136;2021-02-25 11:44:42;20-0834: Papua New Guinea, Vital Records, 1867-2010 - FSI;[Papua New Guinea—Vital Records, 1867–2010 \[Part B\] Test|https:///www.familysearch.org/indexing/admin-new/#/projects/7155349C-AF41-4D06-B5E9-D291642E9E76/overview];In Production;;8D64CF1B-A0F9-4DD8-8190-35611B4F41BE;;
100071137;2021-02-25 11:44:42;20-0834: Papua New Guinea, Vital Records, 1867-2010 - FSI;[Papua New Guinea—Vital Records, 1867–2010 \[Part B\] Test|https:///www.familysearch.org/indexing/admin-new/#/projects/7155349C-AF41-4D06-B5E9-D291642E9E76/overview];In Production;;23FA0B4F-BEF7-4FB3-BBE3-4D23C66A1B14;;
100075507;2021-02-25 11:44:42;20-0834: Papua New Guinea, Vital Records, 1867-2010 - FSI;[Papua New Guinea—Vital Records, 1867–2010 \[Part B\] Test|https:///www.familysearch.org/indexing/admin-new/#/projects/7155349C-AF41-4D06-B5E9-D291642E9E76/overview];In Production;;AF6FAD82-D1ED-4B8E-9723-41BB19B669A3;;
100075510;2021-02-25 11:44:42;20-0834: Papua New Guinea, Vital Records, 1867-2010 - FSI;[Papua New Guinea—Vital Records, 1867–2010 \[Part B\] Test|https:///www.familysearch.org/indexing/admin-new/#/projects/7155349C-AF41-4D06-B5E9-D291642E9E76/overview];In Production;;E2BAD20F-E572-4770-B139-0BE308001FD5;;
100075513;2021-02-25 11:44:42;20-0834: Papua New Guinea, Vital Records, 1867-2010 - FSI;[Papua New Guinea—Vital Records, 1867–2010 \[Part B\] Test|https:///www.familysearch.org/indexing/admin-new/#/projects/7155349C-AF41-4D06-B5E9-D291642E9E76/overview];In Production;;D3907B15-8019-4859-86DB-EB466677AC8F;;
