dgs;Date added to Report;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
101550946;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;52B10A4E-4762-4D2E-B538-DBA179594C7F;;
101550948;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;BEB4BFCD-FDF3-4BC1-925B-FE02A78E60E2;;
101550951;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;BBE25A61-F622-4B71-9DB6-C809828EFB9B;;
101550955;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;F5525D6C-F4EB-432E-9E15-52335626F0DA;;
101550957;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;219E2964-0C40-4B03-8195-97B665C61B8F;;
101550961;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;93F8BD33-EF28-43B2-941C-EA6357464857;;
101550963;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;C6CF5385-409C-4B0F-A721-3F048D51354A;;
101550967;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;A6469B7A-01A1-47C8-A291-82A02E22B8B3;;
101550969;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;5783BD8A-1293-448E-A01A-EC319461249E;;
101550972;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;0F92CF96-D43E-4F7D-B0B8-A4DAA7A07AF2;;
101550982;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;A4268C90-AEF3-4645-8FA7-EECA685F3D07;;
101550985;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;9C080E5D-5CE1-4D11-941F-496B9651ED5D;;
101550988;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;FDECB3B0-3513-49F0-A986-03B3B09962C6;;
101550991;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;33D32963-2938-4214-96D0-1F6856B162C9;;
101550993;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;505B308E-9099-4968-9A4F-0ECD5FD639B8;;
101550996;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;5872A338-F59E-42B5-A44A-3D4DF114BBC1;;
101550999;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;0504D938-E205-41C8-9014-B8F428229A6A;;
101551002;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;9AE3E75D-5FF9-49D1-884C-614735829197;;
101551005;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;15601D27-A517-48A8-AFA3-17F9D03459EA;;
101592249;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support \\ 19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Passport Records, 1717–1970 \[Part B\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B0F44F8A-9811-4F24-8C06-3D510B6EF410/overview];In Production;[Spain, Gerona—Passport Records, 1717–1970 \[Part B\]|https:///www.familysearch.org/indexing/admin-new/#/projects/B0F44F8A-9811-4F24-8C06-3D510B6EF410/overview] \\ [Spain, Gerona—Passports, 1717-1970|https:///www.familysearch.org/indexing/admin-new/#/projects/F3C971AE-425E-428B-A128-ABEDA6263C33/overview];[C6660246-2E63-490E-9D1A-46158FE17291|https://www.familysearch.org/indexing/admin-new/#/projects/B0F44F8A-9811-4F24-8C06-3D510B6EF410/manage/C6660246-2E63-490E-9D1A-46158FE17291/batches/list] \\ [C6660246-2E63-490E-9D1A-46158FE17291|https://www.familysearch.org/indexing/admin-new/#/projects/F3C971AE-425E-428B-A128-ABEDA6263C33/manage/C6660246-2E63-490E-9D1A-46158FE17291/batches/list];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
101592411;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;323E72DB-A374-4AB2-B949-9BAF70A57830;;
101592413;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;8A7AF3BF-A51D-4414-ABB4-9CCBDB1C0BCA;;
101592415;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;EDD9E899-8C0B-453F-87C8-52666AA703A7;;
101592417;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;F85C8430-12AC-4964-91DB-9BA4DC1DB844;;
101592419;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;12123F38-646E-46B3-9070-093ACA84EFC7;;
101592421;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;F8952F98-E522-4310-A9A2-30F550966760;;
101724303;2021-04-01 07:44:56;19-0560: Spain, Province of Gerona, Municipal Records, 1717-1970 - FSI/DB for FSI Support;[Spain, Gerona—Municipal Census, 1834–1942|https:///www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];In Production;;D4BEFF9A-B56D-4936-A2F3-9D4E7E71386B;;
