project UUID;name;count;state
[74413892-9D82-4BE0-B022-1DEC18E29266];[French Polynesia (Quick Batch)—Civil Registration, 1780–2002 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/74413892-9D82-4BE0-B022-1DEC18E29266/overview];1;ACTIVE
[27FCEC51-9261-4943-B03B-A002E402D652];[Brasil, São Paulo—Registro Civil, Nacimientos, 1907–1995 \[Parte F\]|https://www.familysearch.org/indexing/admin-new/#/projects/27FCEC51-9261-4943-B03B-A002E402D652/overview];1;READY_FOR_DELIVERY
[68890D31-A896-47F4-89FB-0A5E529FEA30];[US, South Carolina, Charleston—Birth Registers, 1901–1926 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/68890D31-A896-47F4-89FB-0A5E529FEA30/overview];1;READY_FOR_DELIVERY
[AEAAF336-507A-4482-A3C3-05D6F7FBA54B];[Argentina, Salta—Registros de la Iglesia Católica, 1673–1972|https://www.familysearch.org/indexing/admin-new/#/projects/AEAAF336-507A-4482-A3C3-05D6F7FBA54B/overview];1;ACTIVE
[3DFC2C0B-86A5-4875-BF9B-0BE88658BE8B];[French Polynesia—Civil Registration, 1780–2002 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/3DFC2C0B-86A5-4875-BF9B-0BE88658BE8B/overview];1;ACTIVE
[0E0DFABF-6EAB-4EAA-BAA7-0C702CE16CF1];[Colombia, Arquidiócesis de Manizales—Registros Parroquiales, 1797–2013 \[Parte H\]|https://www.familysearch.org/indexing/admin-new/#/projects/0E0DFABF-6EAB-4EAA-BAA7-0C702CE16CF1/overview];1;READY_FOR_DELIVERY
[08F172DB-5D27-4291-BF07-C23F77D070B6];[US, New York—U.S. District Court Naturalization Records, Southern District, 1824–1946 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/08F172DB-5D27-4291-BF07-C23F77D070B6/overview];1;ACTIVE
[3FDB544E-C6B3-4BCE-AA06-76CC2B779550];[US, Oregon—Death Records, 1864–1967|https://www.familysearch.org/indexing/admin-new/#/projects/3FDB544E-C6B3-4BCE-AA06-76CC2B779550/overview];1;ACTIVE
[D811C1B9-F3A8-4073-88B5-A4B215F4D381];[Portugal, Aveiro— Passport Registers, 1861–1965 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/D811C1B9-F3A8-4073-88B5-A4B215F4D381/overview];1;ACTIVE
[E37B82F1-3C35-49BF-808C-35FB8FDAB854];[US, California—County Delayed Birth Certificates, 1800–1994|https://www.familysearch.org/indexing/admin-new/#/projects/E37B82F1-3C35-49BF-808C-35FB8FDAB854/overview];1;ACTIVE
[D3C46006-1824-46EE-BD17-8A503C1502D6];[United States—Enlisted and Officer Muster Rolls and Rosters, 1916–1939 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/D3C46006-1824-46EE-BD17-8A503C1502D6/overview];1;ACTIVE
[DAA0FAD2-D330-4708-93F9-095721623C1A];[US, New Jersey—Naturalization Records, 1796–1991 \[Part K\]|https://www.familysearch.org/indexing/admin-new/#/projects/DAA0FAD2-D330-4708-93F9-095721623C1A/overview];1;READY_FOR_DELIVERY
[8BC97FFE-C496-498F-A9E8-771FCA2853C2];[Haiti—Civil Registration of Deaths, 1824–2013 \[Part G\]|https://www.familysearch.org/indexing/admin-new/#/projects/8BC97FFE-C496-498F-A9E8-771FCA2853C2/overview];1;ACTIVE
[5A57F548-D60C-4F03-9B12-8A15FF1A257B];[Italia (Antenati Italiani), Mantova—Stato Civile, 1820–1865 \[Parte R\]|https://www.familysearch.org/indexing/admin-new/#/projects/5A57F548-D60C-4F03-9B12-8A15FF1A257B/overview];1;ACTIVE
