Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[18-1931|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-1931];Philippines, Marriage Records, 1945-1987 - FSI;In Production;[Philippines—Marriage Records, 1945–1987 \[Part A\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/C4084CEF-8A80-4C33-A83A-578420ABC0A3/overview];C4084CEF-8A80-4C33-A83A-578420ABC0A3;READY_FOR_DELIVERY
[18-1931|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-1931];Philippines, Marriage Records, 1945-1987 - FSI;In Production;[Philippines—Marriage Records, 1945–1987 \[Part B\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/118ACAB1-B4E3-4460-AEF4-DF45310CE002/overview];118ACAB1-B4E3-4460-AEF4-DF45310CE002;READY_FOR_DELIVERY
[18-1931|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-1931];Philippines, Marriage Records, 1945-1987 - FSI;In Production;[Philippines—Marriage Records, 1945–1987 \[Part C\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5148D244-BB6F-42F6-9FEA-1F15D76732E8/overview];5148D244-BB6F-42F6-9FEA-1F15D76732E8;READY_FOR_DELIVERY
[18-1931|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-1931];Philippines, Marriage Records, 1945-1987 - FSI;In Production;[Philippines—Marriage Records, 1945–1987 \[Part D\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/8173A474-46EB-4341-8C19-EFFF5CF62737/overview];8173A474-46EB-4341-8C19-EFFF5CF62737;READY_FOR_DELIVERY
[18-1931|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-1931];Philippines, Marriage Records, 1945-1987 - FSI;In Production;[Philippines—Marriage Records, 1945–1987 \[Part E\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/8F2E4E7C-3371-42FE-BAD5-30B48D0F9F8B/overview];8F2E4E7C-3371-42FE-BAD5-30B48D0F9F8B;READY_FOR_DELIVERY
[18-1931|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-1931];Philippines, Marriage Records, 1945-1987 - FSI;In Production;[Philippines—Marriage Records, 1945–1987 \[Part F\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/FA4D1A68-A6E3-40E4-AE73-C16C21AB5394/overview];FA4D1A68-A6E3-40E4-AE73-C16C21AB5394;READY_FOR_WORK
[18-1931|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-1931];Philippines, Marriage Records, 1945-1987 - FSI;In Production;[Philippines—Marriage Records, 1945–1987 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/D54C6840-F385-4693-AC44-9A56A3FAB114/overview];D54C6840-F385-4693-AC44-9A56A3FAB114;ACTIVE
[18-1931|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-1931];Philippines, Marriage Records, 1945-1987 - FSI;In Production;[Philippines—Marriage Records, 1945–1987 \[Part H\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/B6368424-D271-42F5-B40F-7D87D821D828/overview];B6368424-D271-42F5-B40F-7D87D821D828;ACTIVE
[18-1931|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-1931];Philippines, Marriage Records, 1945-1987 - FSI;In Production;[Philippines—Marriage Records, 1945–1987 \[Part I\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/582FAB87-4AD6-476B-B39B-F1FBF3BB724C/overview];582FAB87-4AD6-476B-B39B-F1FBF3BB724C;ACTIVE
[18-1931|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-1931];Philippines, Marriage Records, 1945-1987 - FSI;In Production;[Philippines—Marriage Records, 1945–1987 \[Part J\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/F8104682-195C-451C-A58F-D6B6EA3CBBEB/overview];F8104682-195C-451C-A58F-D6B6EA3CBBEB;ACTIVE
