Date Added;Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
2020-05-19 17:45:06;[17-1139|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=17-1139];Germany, Saxony, Church Book indexes, 1500-1984 - FSI;In Production;[Germany, Sachsen—Church Records, 1500–1984|https://www.familysearch.org/indexing/admin-new/#/projects/7A3C1BAD-B2B5-41AE-A78F-BD74ECF3B3A7/overview];7A3C1BAD-B2B5-41AE-A78F-BD74ECF3B3A7;READY_FOR_WORK
