project UUID;name;count;state
[383B3CB8-0E34-4999-8862-5F0776F622A1|383B3CB8-0E34-4999-8862-5F0776F622A1];[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part P\]|https:///www.familysearch.org/indexing/admin-new/#/projects/383B3CB8-0E34-4999-8862-5F0776F622A1/overview];200;READY_FOR_DELIVERY
[4D86F786-264F-4F01-85A6-9821FFDB039C|4D86F786-264F-4F01-85A6-9821FFDB039C];[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part T\]|https:///www.familysearch.org/indexing/admin-new/#/projects/4D86F786-264F-4F01-85A6-9821FFDB039C/overview];400;READY_FOR_DELIVERY
[F132D2B1-C009-44A7-8EC0-A13A189D6606|F132D2B1-C009-44A7-8EC0-A13A189D6606];[US (Small Batches), Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part O\]|https:///www.familysearch.org/indexing/admin-new/#/projects/F132D2B1-C009-44A7-8EC0-A13A189D6606/overview];24;NEW
[336D1940-16E1-4646-81A6-5DEBB58AE767|336D1940-16E1-4646-81A6-5DEBB58AE767];[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part S\]|https:///www.familysearch.org/indexing/admin-new/#/projects/336D1940-16E1-4646-81A6-5DEBB58AE767/overview];400;READY_FOR_DELIVERY
[DD6B7134-29B3-4C5E-BA41-19F975669EC9|DD6B7134-29B3-4C5E-BA41-19F975669EC9];[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part U\]|https:///www.familysearch.org/indexing/admin-new/#/projects/DD6B7134-29B3-4C5E-BA41-19F975669EC9/overview];500;READY_FOR_DELIVERY
[590A72BF-2018-4FCD-81F8-9F8A7CD24B41|590A72BF-2018-4FCD-81F8-9F8A7CD24B41];[US, Washington—County Divorce Records, 1878–1950 - Batching Training|https:///www.familysearch.org/indexing/admin-new/#/projects/590A72BF-2018-4FCD-81F8-9F8A7CD24B41/overview];83;BATCHING
[BC9EB1B5-4E7A-4221-A24A-88FB518A6F50|BC9EB1B5-4E7A-4221-A24A-88FB518A6F50];[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part R\]|https:///www.familysearch.org/indexing/admin-new/#/projects/BC9EB1B5-4E7A-4221-A24A-88FB518A6F50/overview];42;READY_FOR_DELIVERY
[12A749B8-C274-4A6B-A6F8-85CADAFC7E9E|12A749B8-C274-4A6B-A6F8-85CADAFC7E9E];[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https:///www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview];200;READY_FOR_DELIVERY
[8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD|8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD];[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https:///www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];200;READY_FOR_DELIVERY
[1DEE3335-7550-409D-8A37-B8B42EFA986C|1DEE3335-7550-409D-8A37-B8B42EFA986C];[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part M\]|https:///www.familysearch.org/indexing/admin-new/#/projects/1DEE3335-7550-409D-8A37-B8B42EFA986C/overview];326;READY_FOR_DELIVERY
