Date Added;Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
2020-05-19 17:45:06;[17-0553|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=17-0553];Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;Cancelled;[US (Small Batches), Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part O\]|https://www.familysearch.org/indexing/admin-new/#/projects/F132D2B1-C009-44A7-8EC0-A13A189D6606/overview];F132D2B1-C009-44A7-8EC0-A13A189D6606;READY_FOR_DELIVERY
2020-05-19 17:45:06;[17-0553|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=17-0553];Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part M\]|https://www.familysearch.org/indexing/admin-new/#/projects/1DEE3335-7550-409D-8A37-B8B42EFA986C/overview];1DEE3335-7550-409D-8A37-B8B42EFA986C;READY_FOR_DELIVERY
2020-05-19 17:45:06;[17-0553|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=17-0553];Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview];12A749B8-C274-4A6B-A6F8-85CADAFC7E9E;READY_FOR_DELIVERY
2020-05-19 17:45:06;[17-0553|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=17-0553];Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part P\]|https://www.familysearch.org/indexing/admin-new/#/projects/383B3CB8-0E34-4999-8862-5F0776F622A1/overview];383B3CB8-0E34-4999-8862-5F0776F622A1;READY_FOR_DELIVERY
2020-05-19 17:45:06;[17-0553|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=17-0553];Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part Q\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD/overview];8F2C05E9-BE9F-4CB8-BE33-D6A0656FF6DD;READY_FOR_DELIVERY
2020-05-19 17:45:06;[17-0553|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=17-0553];Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part R\]|https://www.familysearch.org/indexing/admin-new/#/projects/BC9EB1B5-4E7A-4221-A24A-88FB518A6F50/overview];BC9EB1B5-4E7A-4221-A24A-88FB518A6F50;READY_FOR_DELIVERY
2020-05-19 17:45:06;[17-0553|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=17-0553];Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part S\]|https://www.familysearch.org/indexing/admin-new/#/projects/336D1940-16E1-4646-81A6-5DEBB58AE767/overview];336D1940-16E1-4646-81A6-5DEBB58AE767;READY_FOR_DELIVERY
2020-05-19 17:45:06;[17-0553|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=17-0553];Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part T\]|https://www.familysearch.org/indexing/admin-new/#/projects/4D86F786-264F-4F01-85A6-9821FFDB039C/overview];4D86F786-264F-4F01-85A6-9821FFDB039C;READY_FOR_DELIVERY
2020-05-19 17:45:06;[17-0553|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=17-0553];Pennsylvania, World War II Draft Registrations, 1940-1945 - IDX;Cancelled;[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part U\]|https://www.familysearch.org/indexing/admin-new/#/projects/DD6B7134-29B3-4C5E-BA41-19F975669EC9/overview];DD6B7134-29B3-4C5E-BA41-19F975669EC9;READY_FOR_DELIVERY
