Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[21-0167|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=21-0167];North Carolina, Military Discharge Records, 1915-1981 - FSI;In Production;[US, North Carolina—Military Discharge Records, 1915–1981|https:///www.familysearch.org/indexing/admin-new/#/projects/AE1DA207-DD4E-45B6-93AE-5AD7B1E2069D/overview];AE1DA207-DD4E-45B6-93AE-5AD7B1E2069D;ACTIVE
[21-0167|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=21-0167];North Carolina, Military Discharge Records, 1915-1981 - FSI;In Production;[US, North Carolina—Military Discharge Records, 1915–1981 \[Part B\] TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/FFF7E324-363A-4DE2-A6B1-AFD9E0911972/overview];FFF7E324-363A-4DE2-A6B1-AFD9E0911972;TEST
