project UUID;name;count;state
[BC6D3163-BB67-4060-AC25-837BEEF47C58];[Colombia—Registros de la Iglesia Católica, 1693–2010 \[Parte D\]|https://www.familysearch.org/indexing/admin-new/#/projects/BC6D3163-BB67-4060-AC25-837BEEF47C58/overview];6;ACTIVE
[AF42AE78-F1A1-4B61-BA97-354F74A2B0AC];[El Salvador—Registros Civiles, 1836–2001 \[Parte I\]|https://www.familysearch.org/indexing/admin-new/#/projects/AF42AE78-F1A1-4B61-BA97-354F74A2B0AC/overview];1;ACTIVE
[5E3C7C75-7E83-48C6-A2FF-6FFAD477FCF5];[Italia (Antenati Italiani), Campobasso—Stato Civile, 1809–1911 \[Parte A\]|https://www.familysearch.org/indexing/admin-new/#/projects/5E3C7C75-7E83-48C6-A2FF-6FFAD477FCF5/overview];5;ACTIVE
[9F551B7B-D283-4E0C-8D1D-E3107EC837EC];[Venezuela, Archdiocese of Valencia—Catholic Church Records, 1924—2014 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/9F551B7B-D283-4E0C-8D1D-E3107EC837EC/overview];7;ACTIVE
[189CD9E0-1627-47B0-A211-4096680262D5];[US, Massachusetts Boston—Crew Lists, 1917–1943 \[Part 2A\]|https://www.familysearch.org/indexing/admin-new/#/projects/189CD9E0-1627-47B0-A211-4096680262D5/overview];4;READY_FOR_DELIVERY
[2D57B297-AB7D-4A81-8E4B-8C17E1C6B237];[Perú (Lote rápido), Ancash—Registro Civil, Nacimiento, 1888–2000 \[Parte A\]|https://www.familysearch.org/indexing/admin-new/#/projects/2D57B297-AB7D-4A81-8E4B-8C17E1C6B237/overview];1;ACTIVE
[F8B703AB-5381-4E97-9CC6-63CD41EC6265];[Argentina, Corrientes—Civil Registration, 1880–1960 \[Part G\]|https://www.familysearch.org/indexing/admin-new/#/projects/F8B703AB-5381-4E97-9CC6-63CD41EC6265/overview];2;ACTIVE
[BD8A4AC5-1191-45F5-803D-ADCC39EA44AC];[UK, England, Northumberland—Nonconformist Church Records, 1613–1920 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/BD8A4AC5-1191-45F5-803D-ADCC39EA44AC/overview];1;ACTIVE
[CDE9E23F-FA51-4018-BB4E-48C259A70915];[US, Idaho, Jefferson Star—County Cemetery Records, 1800–2000|https://www.familysearch.org/indexing/admin-new/#/projects/CDE9E23F-FA51-4018-BB4E-48C259A70915/overview];16;ACTIVE
[88244B82-3D56-479F-AAED-DAE6763DC19B];[Peru, Huanuco—Civil Registration, 1888–1998 \[Part F\]|https://www.familysearch.org/indexing/admin-new/#/projects/88244B82-3D56-479F-AAED-DAE6763DC19B/overview];4;ACTIVE
[24D53E8D-6964-481B-9D37-2F5CB3E0701B];[Cape Verde—Catholic Church Records, 1834–1946 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/24D53E8D-6964-481B-9D37-2F5CB3E0701B/overview];20;ACTIVE
[E4AAB7AD-3B9E-4CF3-BE7F-0E61D2FB729F];[Congo—1984 Census \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/E4AAB7AD-3B9E-4CF3-BE7F-0E61D2FB729F/overview];2;ACTIVE
[3151AB83-C91C-4E6E-B31E-150B99FA8685];[Panama—Registros Parroquiales, 1748–1972 \[Parte E\]|https://www.familysearch.org/indexing/admin-new/#/projects/3151AB83-C91C-4E6E-B31E-150B99FA8685/overview];4;ACTIVE
[DC1A7E0D-729D-414C-A616-202D48154019];[South Africa—Church of the Province of South Africa, Parish Registers, 1801–2004 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/DC1A7E0D-729D-414C-A616-202D48154019/overview];2;ACTIVE
[F133C8EB-DE65-4457-9E8A-530CC99B77FD];[Philippines, Camarines Sur, Caceres—Registros Parroquiales, 1716–1977 \[Parte B\]|https://www.familysearch.org/indexing/admin-new/#/projects/F133C8EB-DE65-4457-9E8A-530CC99B77FD/overview];2;ACTIVE
[2E920BC4-2B0A-4169-ABFF-02846F4FA970];[Canada, Nova Scotia—Death Records, 1864–1877|https://www.familysearch.org/indexing/admin-new/#/projects/2E920BC4-2B0A-4169-ABFF-02846F4FA970/overview];1;ACTIVE
[9FC323A4-31F6-4254-8AD6-E4D40437C088];[US, Arizona—Various County Divorce Records, 1877–1937|https://www.familysearch.org/indexing/admin-new/#/projects/9FC323A4-31F6-4254-8AD6-E4D40437C088/overview];20;ACTIVE
[6DD7B2B6-55B5-4014-A2EB-A29A269EAB4F];[France, Eure—1891 Census|https://www.familysearch.org/indexing/admin-new/#/projects/6DD7B2B6-55B5-4014-A2EB-A29A269EAB4F/overview];1;ACTIVE
[165294A5-71C0-4D8D-B314-360B1FD1FC9A];[US, Iowa, Buchanan County—Obituaries and Cemetery Records, 1796–1988|https://www.familysearch.org/indexing/admin-new/#/projects/165294A5-71C0-4D8D-B314-360B1FD1FC9A/overview];6;ACTIVE
[9287443E-6234-42E3-ADF3-92450A93E2D1];[Paraguay, Asunción—Registros Parroquiales, 1772–1978 \[Parte D\]|https://www.familysearch.org/indexing/admin-new/#/projects/9287443E-6234-42E3-ADF3-92450A93E2D1/overview];2;ACTIVE
[02DDB4D1-9851-4B7F-B57B-48E4547692A0];[US, Wisconsin, Milwaukee—Holy Cross Cemetery, Interment Records, 1909–1979|https://www.familysearch.org/indexing/admin-new/#/projects/02DDB4D1-9851-4B7F-B57B-48E4547692A0/overview];2;ACTIVE
[85232517-5C21-441E-AF1B-3DABAE40C228];[Peru, Huanuco—Civil Registration, 1888–1998 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/85232517-5C21-441E-AF1B-3DABAE40C228/overview];4;ACTIVE
[4BDC20CE-5DCD-4CD1-B92C-AC2FF78AF14C];[Nicaragua—Civil Registration, 1809–2013 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/4BDC20CE-5DCD-4CD1-B92C-AC2FF78AF14C/overview];4;ACTIVE
[C4CBC894-7AE8-4E81-A694-DABF13E6EB1B];[US, Wisconsin—County Naturalization Records, 1807–1992 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/C4CBC894-7AE8-4E81-A694-DABF13E6EB1B/overview];12;ACTIVE
[BA8D6579-1DE6-4F29-87E3-8731D1E72AED];[US, Connecticut—Naturalization Records, 1795–1942|https://www.familysearch.org/indexing/admin-new/#/projects/BA8D6579-1DE6-4F29-87E3-8731D1E72AED/overview];12;ACTIVE
[1BF47D9E-E11F-4C74-9B9E-730B27609058];[US, New York—Index to Passenger Lists of Vessels Arriving at New York City, 1897–1902|https://www.familysearch.org/indexing/admin-new/#/projects/1BF47D9E-E11F-4C74-9B9E-730B27609058/overview];20;ACTIVE
[FD672C2C-67E3-4F48-BD3E-2D12C067B520];[US, Missouri—County Marriages, 1806–1969 \[Part K\]|https://www.familysearch.org/indexing/admin-new/#/projects/FD672C2C-67E3-4F48-BD3E-2D12C067B520/overview];20;ACTIVE
[A343B930-B3E3-4FEC-BE45-FD38935BFA54];[Brazil, Paraná—Civil Registration, 1852–1996 \[Part A2\]|https://www.familysearch.org/indexing/admin-new/#/projects/A343B930-B3E3-4FEC-BE45-FD38935BFA54/overview];1;ACTIVE
[44D97B95-FF83-4178-A217-42A7B22E7CCF];[Österreich (Austria), Kärnten, Gurk—Kirchenbücher, 1527–1986 \[Teil B\]|https://www.familysearch.org/indexing/admin-new/#/projects/44D97B95-FF83-4178-A217-42A7B22E7CCF/overview];20;ACTIVE
