Affected Travelers;Affected Projects;Assigned in Rosetta;Assigned in IDX;Assigned in Both;No Workflows;Duplicates;Unique;Total
29;62;71;1299;1123;14;[Duplicates: 0|IDX - Multiple Traveler DGS Assignments];2493;2493
