dgs;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
004093705;16-0750: Sweden, Jönköping, Church Records to 1860 - Part 3 - FSI;;;[Sweden, Jönköping—Church Records, 1600–1860 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/overview];[988061C8-79B7-40C8-A114-EDFA96B8A663|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/manage/988061C8-79B7-40C8-A114-EDFA96B8A663/batches/list];BATCHING;
004093707;16-0750: Sweden, Jönköping, Church Records to 1860 - Part 3 - FSI;;;[Sweden, Jönköping—Church Records, 1600–1860 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/overview];[2A7F3CB0-7745-4E89-8D19-10330DF88231|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/manage/2A7F3CB0-7745-4E89-8D19-10330DF88231/batches/list];BATCHING;
004217581;16-0750: Sweden, Jönköping, Church Records to 1860 - Part 3 - FSI;;;[Sweden, Jönköping—Church Records, 1600–1860 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/overview];[8F321C0F-8683-4204-A0D5-DC804FD06E64|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/manage/8F321C0F-8683-4204-A0D5-DC804FD06E64/batches/list];BATCHING;
004217584;16-0750: Sweden, Jönköping, Church Records to 1860 - Part 3 - FSI;;;[Sweden, Jönköping—Church Records, 1600–1860 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/overview];[09A03C86-8C6B-48C8-B436-7A5458C5C218|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/manage/09A03C86-8C6B-48C8-B436-7A5458C5C218/batches/list];BATCHING;
004217732;16-0750: Sweden, Jönköping, Church Records to 1860 - Part 3 - FSI;;;[Sweden, Jönköping—Church Records, 1600–1860 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/overview];[AFD2CF62-1D8C-40BD-B62A-A3FED236A838|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/manage/AFD2CF62-1D8C-40BD-B62A-A3FED236A838/batches/list];BATCHING;
004217738;16-0750: Sweden, Jönköping, Church Records to 1860 - Part 3 - FSI;;;[Sweden, Jönköping—Church Records, 1600–1860 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/overview];[11087AC2-41FE-4AD8-A624-F34EAD2B59FB|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/manage/11087AC2-41FE-4AD8-A624-F34EAD2B59FB/batches/list];BATCHING;
004217741;16-0750: Sweden, Jönköping, Church Records to 1860 - Part 3 - FSI;;;[Sweden, Jönköping—Church Records, 1600–1860 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/overview];[064104F1-ADA0-435D-B943-6D41F074E350|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/manage/064104F1-ADA0-435D-B943-6D41F074E350/batches/list];BATCHING;
004217742;16-0750: Sweden, Jönköping, Church Records to 1860 - Part 3 - FSI;;;[Sweden, Jönköping—Church Records, 1600–1860 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/overview];[4CB5AFD6-6980-48EC-8D7B-2615E4431553|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/manage/4CB5AFD6-6980-48EC-8D7B-2615E4431553/batches/list];BATCHING;
004217748;16-0750: Sweden, Jönköping, Church Records to 1860 - Part 3 - FSI;;;[Sweden, Jönköping—Church Records, 1600–1860 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/overview];[EFBFAFA6-01B0-4263-B5F4-3C90B979B25B|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/manage/EFBFAFA6-01B0-4263-B5F4-3C90B979B25B/batches/list];BATCHING;
004217992;16-0750: Sweden, Jönköping, Church Records to 1860 - Part 3 - FSI;;;[Sweden, Jönköping—Church Records, 1600–1860 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/overview];[0870802C-B7BB-4014-9BC7-0B2C1092CDF3|https://www.familysearch.org/indexing/admin-new/#/projects/57912FB4-0DFB-4ADC-AE48-154B5246F69B/manage/0870802C-B7BB-4014-9BC7-0B2C1092CDF3/batches/list];BATCHING;
