Item;Item Type;Note
C7932F1D-B96A-4156-B54D-AC9D82B146C5;IMAGESET;Not in ImageExportTable
8212A409-02A2-4572-AEAB-275BEDEECD24;IMAGESET;Not in ImageExportTable
B6477F6F-5718-4E7E-865A-6A1552DBE3EE;IMAGESET;Not in ImageExportTable
5FA37198-F77D-43D5-B37C-55E9AE4996AB;IMAGESET;Not in ImageExportTable
98BD89D5-57C4-4A73-9983-16379365877E;IMAGESET;Not in ImageExportTable
2AEB8238-9EF7-43ED-B7D5-81B38F53F168;IMAGESET;Not in ImageExportTable
839D68E7-2A42-47C1-B40B-86D62858CF09;IMAGESET;Not in ImageExportTable
C2203278-EF83-4FB2-B2FC-35B9C37BC645;IMAGESET;Not in ImageExportTable
C959977D-E1A9-4DA2-9430-A4438D44E8F0;IMAGESET;Not in ImageExportTable
A690EB69-7E46-4C29-9D18-C3D509BFD0BC;IMAGESET;Not in ImageExportTable
B8E92EF2-5691-4836-8A25-9173B76CA56D;IMAGESET;Not in ImageExportTable
