project UUID;name;count;state
[5A15ECDC-C88E-4529-94E3-EDD9D052F57E];[Argentina Provincia, de Buenos Aires—Registros Parroquiales, 1731–1939 \[Parte E\]|https://www.familysearch.org/indexing/admin-new/#/projects/5A15ECDC-C88E-4529-94E3-EDD9D052F57E/overview];20;ACTIVE
[ACD95C6D-3E39-47FF-A4E1-D47CFC1B364D];[US—1880 Special Census of Indians|https://www.familysearch.org/indexing/admin-new/#/projects/ACD95C6D-3E39-47FF-A4E1-D47CFC1B364D/overview];2;READY_FOR_DELIVERY
[480C432D-06B7-467C-97D9-43DE776A924A];[US, Montana, Toole County—Naturalization Card and Document Indexes, 1913–1956|https://www.familysearch.org/indexing/admin-new/#/projects/480C432D-06B7-467C-97D9-43DE776A924A/overview];1;READY_FOR_DELIVERY
[59CB8485-A875-4461-92BD-2DFBACC82363];[US, Washington—County Naturalization Records, 1850–1982 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/59CB8485-A875-4461-92BD-2DFBACC82363/overview];20;READY_FOR_DELIVERY
[4575C42D-9CA9-4EC7-AB28-8F634793A799];[US, New Jersey—Reclaim the Records, Death Index, 1901–1903|https://www.familysearch.org/indexing/admin-new/#/projects/4575C42D-9CA9-4EC7-AB28-8F634793A799/overview];15;READY_FOR_DELIVERY
[3E64377C-3B05-46CC-8AA0-17412F15E83B];[Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AP\]|https://www.familysearch.org/indexing/admin-new/#/projects/3E64377C-3B05-46CC-8AA0-17412F15E83B/overview];20;READY_FOR_DELIVERY
[A9DD1774-B874-418D-85D2-0F6412F7EF60];[Colombia, Archdiocese of Manizales—Parish Records, 1797–2013 \[Part L\]|https://www.familysearch.org/indexing/admin-new/#/projects/A9DD1774-B874-418D-85D2-0F6412F7EF60/overview];7;READY_FOR_DELIVERY
[88A25983-9C7E-4F49-9C27-5E9357A7F672];[US, New York, New York City—World War II Draft Registration Cards, 1940–1947 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/88A25983-9C7E-4F49-9C27-5E9357A7F672/overview];20;READY_FOR_DELIVERY
[5DDDFD48-38D6-4FA5-9422-4690F6AAA437];[US, Ohio, Summit County—Summit County Coroner Inquests, 1882–1922|https://www.familysearch.org/indexing/admin-new/#/projects/5DDDFD48-38D6-4FA5-9422-4690F6AAA437/overview];5;READY_FOR_DELIVERY
[D771DBC1-12A1-4C47-A8F3-9F3C2130A714];[Perú, Lima—Registros Civiles, Nacimientos, 1917–1995 \[Parte 1V\]|https://www.familysearch.org/indexing/admin-new/#/projects/D771DBC1-12A1-4C47-A8F3-9F3C2130A714/overview];20;ACTIVE
[5B894684-7AC9-40D3-91BF-7E8931843BF7];[US, New York—U.S. District Court Naturalization Records, Southern District, 1824–1946 \[Part J\]|https://www.familysearch.org/indexing/admin-new/#/projects/5B894684-7AC9-40D3-91BF-7E8931843BF7/overview];20;READY_FOR_DELIVERY
[A4DFF96C-4626-4CDD-BC2B-662D7EE1FC86];[Bénin—Registres d’état civil des décès, 1891–2014 \[Partie B\]|https://www.familysearch.org/indexing/admin-new/#/projects/A4DFF96C-4626-4CDD-BC2B-662D7EE1FC86/overview];20;READY_FOR_DELIVERY
[55E7A51B-21F5-4D16-AAFF-61F6EE150E8D];[US (Quick Batch), Louisiana—Births, 1914|https://www.familysearch.org/indexing/admin-new/#/projects/55E7A51B-21F5-4D16-AAFF-61F6EE150E8D/overview];20;READY_FOR_DELIVERY
[3AA74869-F51E-48C5-B0FF-9400E700AB4D];[US, Iowa, Ringgold County—Old-Age Assistance Records, 1936–1958|https://www.familysearch.org/indexing/admin-new/#/projects/3AA74869-F51E-48C5-B0FF-9400E700AB4D/overview];1;READY_FOR_DELIVERY
[FCA7EDEA-5505-4049-9AA9-141968E9E26F];[US, Missouri, Jackson County—Voter Registrations, 1928–1956 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7EDEA-5505-4049-9AA9-141968E9E26F/overview];20;READY_FOR_DELIVERY
