project UUID;name;count;state
[ECA76BAD-F8D9-43E5-83CD-D9292B6EC617];[US, Wisconsin—Delayed Birth Records, 1942–1994 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/ECA76BAD-F8D9-43E5-83CD-D9292B6EC617/overview];429;TEST
[62D382F7-AA77-4C1E-A532-D17E8BC6C65B];[Slovenia, Ljubljana—Funeral Accounts, 1937–1970 \[Part 9\]|https://www.familysearch.org/indexing/admin-new/#/projects/62D382F7-AA77-4C1E-A532-D17E8BC6C65B/overview];3;TEST
[D5EA5E5F-E0DE-4ED5-B9CE-2554ADEB4AB5];[US, Washington—County Death Registers, 1881–1922 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/D5EA5E5F-E0DE-4ED5-B9CE-2554ADEB4AB5/overview];227;TEST
[48A85B1B-A220-4326-828C-6062690901F0];[Iceland—Church Census, 1744–1977 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/48A85B1B-A220-4326-828C-6062690901F0/overview];4;TEST
[1F077CE3-98E6-4364-895C-F4E95F36591C];[Colombia—Catholic Church Records, 1628–2005 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/1F077CE3-98E6-4364-895C-F4E95F36591C/overview];1076;TEST
[52FE2F42-8E3C-4FB8-A50B-40220E384CF1];[Deutschland, Hesse, Frankfurt—Standesamtliche Eintragung von Ehen, 1900–1927|https://www.familysearch.org/indexing/admin-new/#/projects/52FE2F42-8E3C-4FB8-A50B-40220E384CF1/overview];446;TEST
[C2EAD7B6-9B54-4DC6-8BD9-9668EC7F6BA4];[US, New York, Catskills—Index to Land Records, Grantors, 1630-1975 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/C2EAD7B6-9B54-4DC6-8BD9-9668EC7F6BA4/overview];558;TEST
[004ABAC9-6583-42CF-9419-C0153E437B66];[Deutschland, Westfalen, Minden—Volkszählungen 1880–1900 \[Teil 5\]|https://www.familysearch.org/indexing/admin-new/#/projects/004ABAC9-6583-42CF-9419-C0153E437B66/overview];23;TEST
[06F06A41-A13D-4597-93ED-B67697255F44];[Suisse, Fribourg—Recensement de 1818|https://www.familysearch.org/indexing/admin-new/#/projects/06F06A41-A13D-4597-93ED-B67697255F44/overview];2348;TEST
[ECF4E234-A43B-4030-8F2F-DADD91131E06];[Česká Republika (Tschechien), Litoměřice—Matriky, 1552–1905 \[část 1E\]|https://www.familysearch.org/indexing/admin-new/#/projects/ECF4E234-A43B-4030-8F2F-DADD91131E06/overview];2712;TEST
[7032E6E3-86C8-4E52-8A8E-B5E34DC956F3];[Spain, Gerona (Catalan)—Residence Records, 1761–1939|https://www.familysearch.org/indexing/admin-new/#/projects/7032E6E3-86C8-4E52-8A8E-B5E34DC956F3/overview];7;TEST
[63D95F71-E93E-44CE-9AB4-4E8B7D1190C3];[Russia, St. Petersburg—Lutheran Consistory Church Books, 1833–1885|https://www.familysearch.org/indexing/admin-new/#/projects/63D95F71-E93E-44CE-9AB4-4E8B7D1190C3/overview];4286;TEST
[2071D0D8-A5AA-4C62-ACA5-B90952786E5B];[South Africa, Orange Free State—Death Records, 1902–1954|https://www.familysearch.org/indexing/admin-new/#/projects/2071D0D8-A5AA-4C62-ACA5-B90952786E5B/overview];693;TEST
[FBCB3840-4E5E-487D-BF49-C79BE9220DDA];[Belgium, East Flanders, Herzele—Civil Registration, 1821–1910 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/FBCB3840-4E5E-487D-BF49-C79BE9220DDA/overview];1913;TEST
[D9288BFB-2B9D-4272-82A8-5270450DC32E];[Germany, Baden, Lahr—Church Book Duplicates, 1804–1870 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/D9288BFB-2B9D-4272-82A8-5270450DC32E/overview];679;TEST
