Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[15-1474|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1474];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) (FMP);In Production;[US, Alabama—Marriages, 1750–1980 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/30594B56-10C1-4574-9420-894C5D237CBD/overview];30594B56-10C1-4574-9420-894C5D237CBD;READY_FOR_DELIVERY
[15-1474|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1474];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) (FMP);In Production;[US, Alabama—Marriages, 1750–1980 \[Part J\]|https://www.familysearch.org/indexing/admin-new/#/projects/9ACFA5D0-3650-482D-B26B-99B71E063CB5/overview];9ACFA5D0-3650-482D-B26B-99B71E063CB5;READY_FOR_DELIVERY
[15-1474|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1474];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) (FMP);In Production;[US, Alabama—Marriages, 1750–1980 \[Part K\]|https://www.familysearch.org/indexing/admin-new/#/projects/070EB214-4D9D-4A07-BD16-49CC27216C06/overview];070EB214-4D9D-4A07-BD16-49CC27216C06;READY_FOR_DELIVERY
[15-1474|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1474];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) (FMP);In Production;[US, Delaware—Marriage Records, 1750–1990 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/552FAF9F-7B66-4397-8808-EC0D574F3DF4/overview];552FAF9F-7B66-4397-8808-EC0D574F3DF4;READY_FOR_DELIVERY
[15-1474|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1474];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) (FMP);In Production;[US, Massachusetts—Marriages, 1750–1990 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/9F3E45EE-C200-4A61-8535-3FA1FFE8F878/overview];9F3E45EE-C200-4A61-8535-3FA1FFE8F878;READY_FOR_DELIVERY
[15-1474|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1474];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) (FMP);In Production;[US, Missouri—County Marriages, 1760–1965 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/DBEE743B-5FDF-437F-82A8-888BF11AF78A/overview];DBEE743B-5FDF-437F-82A8-888BF11AF78A;READY_FOR_DELIVERY
[15-1474|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1474];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) (FMP);In Production;[US, Missouri—Marriage Records, 1750–1990 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/4F5FCC03-AB1C-44E7-A452-59893F579B15/overview];4F5FCC03-AB1C-44E7-A452-59893F579B15;READY_FOR_WORK
[15-1474|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1474];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) (FMP);In Production;[US, North Carolina—Marriage Records, 1750–1990 \[Part F\]|https://www.familysearch.org/indexing/admin-new/#/projects/7A6CECC0-22BD-48D3-887E-164E303A951B/overview];7A6CECC0-22BD-48D3-887E-164E303A951B;READY_FOR_DELIVERY
[15-1474|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1474];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) (FMP);In Production;[US, Ohio—Marriage Records, 1750–990 \[Part K\]|https://www.familysearch.org/indexing/admin-new/#/projects/CFD268FB-9DB0-4A38-9A23-75B253B259B2/overview];CFD268FB-9DB0-4A38-9A23-75B253B259B2;READY_FOR_DELIVERY
[15-1474|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1474];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) (FMP);In Production;[US, Pennsylvania—Marriage Records, 1750–1990 \[Part G\]|https://www.familysearch.org/indexing/admin-new/#/projects/9B450489-1ACF-4CFB-908B-0FFBDAE0B9B5/overview];9B450489-1ACF-4CFB-908B-0FFBDAE0B9B5;READY_FOR_DELIVERY
