Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US (Quick Batch), Delaware—Marriage Records, 1750–1990 \[Part K\]|https://www.familysearch.org/indexing/admin-new/#/projects/8B4C56A3-5EB5-485F-B299-F5501216C313/overview];8B4C56A3-5EB5-485F-B299-F5501216C313;READY_FOR_DELIVERY
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, Delaware—Marriage Records, Grooms Index, 1750–1990 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/E756D310-A303-432D-916A-38641B8CF87B/overview];E756D310-A303-432D-916A-38641B8CF87B;READY_FOR_DELIVERY
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, Georgia—Marriage Records, 1750–1990 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/EF30B97F-F797-4009-90A8-282CAEAB3646/overview];EF30B97F-F797-4009-90A8-282CAEAB3646;READY_FOR_DELIVERY
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, Georgia—Marriage Records, 1750–1990 \[Part F\]|https://www.familysearch.org/indexing/admin-new/#/projects/38DA90F3-0772-4728-B16B-90E410B414D1/overview];38DA90F3-0772-4728-B16B-90E410B414D1;READY_FOR_DELIVERY
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, Georgia—Marriage Records, 1750–1990 \[Part G\]|https://www.familysearch.org/indexing/admin-new/#/projects/25F663AB-495E-4AC2-80BE-379A3F9467B1/overview];25F663AB-495E-4AC2-80BE-379A3F9467B1;READY_FOR_DELIVERY
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, Kansas–Marriage Records, 1750-1990 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/ADF0F7CD-7EC6-43F4-87BC-2D3C08CADC22/overview];ADF0F7CD-7EC6-43F4-87BC-2D3C08CADC22;READY_FOR_DELIVERY
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, Michigan—Marriage Records, 1750–1990 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/35EF7AEF-698B-4C84-899E-E8ECF787C011/overview];35EF7AEF-698B-4C84-899E-E8ECF787C011;READY_FOR_DELIVERY
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, Michigan—Marriage Records, 1750–1990 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/2F3FD229-ED50-48F9-AD91-BEFF681C5A9B/overview];2F3FD229-ED50-48F9-AD91-BEFF681C5A9B;READY_FOR_DELIVERY
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, Nebraska—Marriage Records, 1750–1990 \[Part F\]|https://www.familysearch.org/indexing/admin-new/#/projects/D09D6A2D-62A5-45B7-99D7-B71D3B57F82A/overview];D09D6A2D-62A5-45B7-99D7-B71D3B57F82A;READY_FOR_DELIVERY
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, Ohio—Marriage Records, 1750–1990 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/3001BC6C-AA69-4D2F-A905-E1AC295576CC/overview];3001BC6C-AA69-4D2F-A905-E1AC295576CC;READY_FOR_DELIVERY
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, Ohio—Marriage Records, 1750–1990 \[Part J\]|https://www.familysearch.org/indexing/admin-new/#/projects/8654D079-0A32-467F-A7C5-2FFCDD476497/overview];8654D079-0A32-467F-A7C5-2FFCDD476497;READY_FOR_DELIVERY
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, Ohio—Marriage Records, 1750–1990 \[Part L\]|https://www.familysearch.org/indexing/admin-new/#/projects/F025ADF0-12A0-463C-887E-D43E94B63693/overview];F025ADF0-12A0-463C-887E-D43E94B63693;READY_FOR_WORK
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, Oklahoma—Marriage Records, 1750–1990 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/B2AAB265-CAFC-4F69-8F5D-D8418C2DEC63/overview];B2AAB265-CAFC-4F69-8F5D-D8418C2DEC63;READY_FOR_DELIVERY
[16-0514|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=16-0514];United States, State and County Marriages, 1750-1990 - FSI (Multicollection) - Part 2 (FMP);In Production;[US, West Virginia—Marriage Records, 1750–1990 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/406FEE1D-73DD-4127-9ACC-0B4D8F617CB8/overview];406FEE1D-73DD-4127-9ACC-0B4D8F617CB8;READY_FOR_DELIVERY
