Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[17-0017|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=17-0017];Georgia, Deaths, 1941-1943 - FSI;Completed;[US, Georgia—Deaths, 1941–1943 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/7BCD263E-429C-465D-8266-BFDAAAF53322/overview];7BCD263E-429C-465D-8266-BFDAAAF53322;READY_FOR_DELIVERY
[17-0017|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=17-0017];Georgia, Deaths, 1941-1943 - FSI;Completed;[US, Georgia—Deaths, 1941–1943 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/5D44834A-D461-4E31-BE5A-50C62B80AC3F/overview];5D44834A-D461-4E31-BE5A-50C62B80AC3F;READY_FOR_DELIVERY
