Traveler ID;dgs;imageset;Rosetta Project;Rosetta State;IDX Project;Project State;Projects with no Imageset workflow
19-1416;007726061;[DBDE48BF-ECFA-4762-AA69-6FB7FE2AFAA7|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/manage/DBDE48BF-ECFA-4762-AA69-6FB7FE2AFAA7/batches/list];;;[US, California, San Francisco—Passenger Lists, 1893–1934|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/overview];READY_FOR_DELIVERY;
19-1416;007726062;[4C95A11D-0C40-40BF-99F2-9B62F09A1839|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/manage/4C95A11D-0C40-40BF-99F2-9B62F09A1839/batches/list];;;[US, California, San Francisco—Passenger Lists, 1893–1934|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/overview];READY_FOR_DELIVERY;
19-1416;007726063;[E4A1CB32-A780-4FC3-BAFC-41DAA7F99FB7|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/manage/E4A1CB32-A780-4FC3-BAFC-41DAA7F99FB7/batches/list];;;[US, California, San Francisco—Passenger Lists, 1893–1934|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/overview];READY_FOR_DELIVERY;
19-1416;007726064;[9233EF99-18E7-4BBF-B2FD-CCFB26955796|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/manage/9233EF99-18E7-4BBF-B2FD-CCFB26955796/batches/list];;;[US, California, San Francisco—Passenger Lists, 1893–1934|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/overview];READY_FOR_DELIVERY;
19-1416;007726692;[261598DD-2E44-406B-9BA7-2C669B04C117|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/manage/261598DD-2E44-406B-9BA7-2C669B04C117/batches/list];;;[US, California, San Francisco—Passenger Lists, 1893–1934|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/overview];READY_FOR_DELIVERY;
19-1416;007726693;[88E588FF-BF72-49EF-935B-7F18E5903FC0|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/manage/88E588FF-BF72-49EF-935B-7F18E5903FC0/batches/list];;;[US, California, San Francisco—Passenger Lists, 1893–1934|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/overview];READY_FOR_DELIVERY;
19-1416;007726694;[D7BDC240-6F92-446B-AAFB-3336684E63AD|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/manage/D7BDC240-6F92-446B-AAFB-3336684E63AD/batches/list];;;[US, California, San Francisco—Passenger Lists, 1893–1934|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/overview];READY_FOR_DELIVERY;
19-1416;007726695;[D4429B30-EDCA-486A-A3DB-F6F6B2E6C570|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/manage/D4429B30-EDCA-486A-A3DB-F6F6B2E6C570/batches/list];;;[US, California, San Francisco—Passenger Lists, 1893–1934|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/overview];READY_FOR_DELIVERY;
19-1416;007726696;[2B911D31-83D2-4AC3-97BC-227BBFA2A11A|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/manage/2B911D31-83D2-4AC3-97BC-227BBFA2A11A/batches/list];;;[US, California, San Francisco—Passenger Lists, 1893–1934|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/overview];READY_FOR_DELIVERY;
19-1416;007726697;[9BD6EE27-2B27-4839-8497-5EC770469A27|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/manage/9BD6EE27-2B27-4839-8497-5EC770469A27/batches/list];;;[US, California, San Francisco—Passenger Lists, 1893–1934|https://www.familysearch.org/indexing/admin-new/#/projects/CFA394A8-F663-4DD0-AB46-95D10CBEA450/overview];READY_FOR_DELIVERY;
