project UUID;name;count;state
[BF1C8EFE-E91E-4618-94F2-1C7C82504BA8|BF1C8EFE-E91E-4618-94F2-1C7C82504BA8];[Dominican Republic—Civil Registration, Deaths, 1838–2015 \[Part K\]|https:///www.familysearch.org/indexing/admin-new/#/projects/BF1C8EFE-E91E-4618-94F2-1C7C82504BA8/overview];1;ACTIVE
[E964130C-8119-4F58-83D0-764265B2EC0D|E964130C-8119-4F58-83D0-764265B2EC0D];[Brazil, Rio Grande do Sul—Civil Registration, 1852–2002 \[Part E\]|https:///www.familysearch.org/indexing/admin-new/#/projects/E964130C-8119-4F58-83D0-764265B2EC0D/overview];1;ACTIVE
[7B1DD3C8-9E64-4527-A737-13103558F5F0|7B1DD3C8-9E64-4527-A737-13103558F5F0];[US, Missouri—Naturalization Records, 1843–1991 \[Part A\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/7B1DD3C8-9E64-4527-A737-13103558F5F0/overview];2;TEST
