dgs;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
100172448;20-0843: Iowa, Poweshiek County, School Records, 1895-1941 - FSI;;;[US, Iowa, Poweshiek County—School Records, 1895–1941 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/overview];[C69571EC-F129-4D15-9B17-CF1C70B9DFDC|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/manage/C69571EC-F129-4D15-9B17-CF1C70B9DFDC/batches/list];ACTIVE;
100172453;20-0843: Iowa, Poweshiek County, School Records, 1895-1941 - FSI;;;[US, Iowa, Poweshiek County—School Records, 1895–1941 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/overview];[BF3C0EFE-40B1-48BA-9709-E762CC878A1A|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/manage/BF3C0EFE-40B1-48BA-9709-E762CC878A1A/batches/list];ACTIVE;
100172458;20-0843: Iowa, Poweshiek County, School Records, 1895-1941 - FSI;;;[US, Iowa, Poweshiek County—School Records, 1895–1941 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/overview];[6018F439-291D-43BA-813D-F7375DC658F2|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/manage/6018F439-291D-43BA-813D-F7375DC658F2/batches/list];ACTIVE;
100172464;20-0843: Iowa, Poweshiek County, School Records, 1895-1941 - FSI;;;[US, Iowa, Poweshiek County—School Records, 1895–1941 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/overview];[B0E32998-639F-46BE-BDAE-0C5428D99FA9|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/manage/B0E32998-639F-46BE-BDAE-0C5428D99FA9/batches/list];ACTIVE;
100172470;20-0843: Iowa, Poweshiek County, School Records, 1895-1941 - FSI;;;[US, Iowa, Poweshiek County—School Records, 1895–1941 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/overview];[362D276A-0FD7-432B-83BF-AD1143DEB001|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/manage/362D276A-0FD7-432B-83BF-AD1143DEB001/batches/list];ACTIVE;
100172475;20-0843: Iowa, Poweshiek County, School Records, 1895-1941 - FSI;;;[US, Iowa, Poweshiek County—School Records, 1895–1941 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/overview];[15BF7558-F795-42AA-8BA5-2E7FCFB9819E|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/manage/15BF7558-F795-42AA-8BA5-2E7FCFB9819E/batches/list];ACTIVE;
100172479;20-0843: Iowa, Poweshiek County, School Records, 1895-1941 - FSI;;;[US, Iowa, Poweshiek County—School Records, 1895–1941 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/overview];[B9E3FA03-C5E6-4461-A026-D41D3DA0C7BE|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/manage/B9E3FA03-C5E6-4461-A026-D41D3DA0C7BE/batches/list];ACTIVE;
100172482;20-0843: Iowa, Poweshiek County, School Records, 1895-1941 - FSI;;;[US, Iowa, Poweshiek County—School Records, 1895–1941 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/overview];[FE249FD0-8AF8-48E3-B371-B193BD306AD9|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/manage/FE249FD0-8AF8-48E3-B371-B193BD306AD9/batches/list];ACTIVE;
100172486;20-0843: Iowa, Poweshiek County, School Records, 1895-1941 - FSI;;;[US, Iowa, Poweshiek County—School Records, 1895–1941 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/overview];[C4FF9E77-A28E-45EE-ACF7-83089E425DD6|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/manage/C4FF9E77-A28E-45EE-ACF7-83089E425DD6/batches/list];ACTIVE;
100172491;20-0843: Iowa, Poweshiek County, School Records, 1895-1941 - FSI;;;[US, Iowa, Poweshiek County—School Records, 1895–1941 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/overview];[E0289068-6039-48DB-9BA8-A157061EE55E|https://www.familysearch.org/indexing/admin-new/#/projects/293C93E3-69EA-4340-9549-7F1739D80203/manage/E0289068-6039-48DB-9BA8-A157061EE55E/batches/list];ACTIVE;
