Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[19-2007|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=19-2007];Oregon, Willamette Valley Genealogical Society, Marriage Index 1849-1884; 1991-2006 - FSI;Completed;[US, Oregon, Willamette Valley—Marriage Index Records, 1849–1884; 1991–2006|https://www.familysearch.org/indexing/admin-new/#/projects/FF766367-35D5-46C8-AF11-9684B0C8CEEE/overview];FF766367-35D5-46C8-AF11-9684B0C8CEEE;READY_FOR_DELIVERY
