Affected Travelers;Affected Projects;Assigned in Rosetta;Assigned in IDX;Assigned in Both;No Workflows;Duplicates;Unique;Total
3;4;0;13;12;4;[Duplicates: 8|IDX - Multiple Traveler DGS Assignments];25;33
