Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[18-0878|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0878];Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);In Production;[Argentina, Entre Rios—Civil Registration, 1860–1965 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/40ED89EA-E80B-417B-BBC1-A7522A1155C0/overview];40ED89EA-E80B-417B-BBC1-A7522A1155C0;ACTIVE
[18-0878|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0878];Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);In Production;[Argentina, Entre Rios—Civil Registration, 1860–1965 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/4E91425C-5CDA-4980-B6F0-D8E7BF696E5C/overview];4E91425C-5CDA-4980-B6F0-D8E7BF696E5C;ACTIVE
[18-0878|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0878];Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);In Production;[Argentina, Entre Rios—Civil Registration, 1860–1965 \[Part J\]|https://www.familysearch.org/indexing/admin-new/#/projects/90EBF9FA-7399-49AA-B9BF-912F454E1765/overview];90EBF9FA-7399-49AA-B9BF-912F454E1765;ACTIVE
[18-0878|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0878];Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);In Production;[Argentina, Entre Rios—Civil Registration, 1860–1965 \[Part K\]|https://www.familysearch.org/indexing/admin-new/#/projects/5A429AFD-8D89-425E-9DCB-C4672D9C5CB3/overview];5A429AFD-8D89-425E-9DCB-C4672D9C5CB3;ACTIVE
[18-0878|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0878];Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);In Production;[Argentina, Entre Rios—Civil Registration, 1860–1965 \[Part L\]|https://www.familysearch.org/indexing/admin-new/#/projects/CA45EF94-B676-4489-966E-DFF3661C2054/overview];CA45EF94-B676-4489-966E-DFF3661C2054;ACTIVE
[18-0878|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0878];Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);In Production;[Argentina, Entre Rios—Civil Registration, 1860–1965 \[Part M\]|https://www.familysearch.org/indexing/admin-new/#/projects/116F114E-CB6E-438C-A795-067C50ED5171/overview];116F114E-CB6E-438C-A795-067C50ED5171;TEST
[18-0878|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0878];Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);In Production;[Argentina, Entre Ríos—Civil Registration, 1860–1965 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/8B1C0383-B804-4DFE-8098-C315C15C9C77/overview];8B1C0383-B804-4DFE-8098-C315C15C9C77;ACTIVE
[18-0878|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0878];Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);In Production;[Argentina, Entre Ríos—Civil Registration, 1860–1965 \[Part F\]|https://www.familysearch.org/indexing/admin-new/#/projects/EF085A6F-EF1E-472C-B1D2-ABED837FD740/overview];EF085A6F-EF1E-472C-B1D2-ABED837FD740;READY_FOR_DELIVERY
[18-0878|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0878];Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);In Production;[Argentina, Entre Ríos—Registro Civil, 1860–1930|https://www.familysearch.org/indexing/admin-new/#/projects/F1ADBE3E-99D6-44D8-AE93-A815268A2078/overview];F1ADBE3E-99D6-44D8-AE93-A815268A2078;READY_FOR_DELIVERY
[18-0878|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0878];Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);In Production;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte D\]|https://www.familysearch.org/indexing/admin-new/#/projects/C942D022-656F-44EA-B965-FFC01EAC0A67/overview];C942D022-656F-44EA-B965-FFC01EAC0A67;READY_FOR_DELIVERY
[18-0878|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0878];Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);In Production;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte G\]|https://www.familysearch.org/indexing/admin-new/#/projects/F7E32EEF-8F08-4A42-8028-A5B6FD626C11/overview];F7E32EEF-8F08-4A42-8028-A5B6FD626C11;ACTIVE
[18-0878|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0878];Argentina, Entre Ríos, Registro Civil, 1860-1965 (Capture/FSI/DB for FSI Support);In Production;[Argentina, Entre Ríos—Registro Civil, 1860–1965 \[Parte H\]|https://www.familysearch.org/indexing/admin-new/#/projects/36F50F39-EE79-4F3E-A7D8-395EB10F08A9/overview];36F50F39-EE79-4F3E-A7D8-395EB10F08A9;ACTIVE
