Traveler ID;dgs;imageset;Rosetta Project;Rosetta State;IDX Project;Project State;Projects with no Imageset workflow
16-1531 \\ 15-0917;004379068;[B478237D-5601-49BE-9097-8EE9717B3C53|https://www.familysearch.org/indexing/admin-new/#/projects/67C6D0BD-019D-4BC3-BF97-018BADFBB875/manage/B478237D-5601-49BE-9097-8EE9717B3C53/batches/list] \\ [B478237D-5601-49BE-9097-8EE9717B3C53|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/manage/B478237D-5601-49BE-9097-8EE9717B3C53/batches/list] \\ [B478237D-5601-49BE-9097-8EE9717B3C53|https://www.familysearch.org/indexing/admin-new/#/projects/B8CDD08D-5D4F-4A4A-8A65-DBC16575A1A2/manage/B478237D-5601-49BE-9097-8EE9717B3C53/batches/list];[Luxembourg—Civil Registration, 1796–1923 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/67C6D0BD-019D-4BC3-BF97-018BADFBB875/overview] \\ [Luxembourg—Registres d’état civil, 1796–1923 \[Partie D\]|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/overview];In Production \\ In Production;[Luxembourg—Civil Registration, 1796–1923 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/67C6D0BD-019D-4BC3-BF97-018BADFBB875/overview] \\ [Luxembourg—Registres d’état civil, 1796–1923 \[Partie D\]|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/overview] \\ [Luxembourg—Registres d'état civil, 1796–1923 \[Partie G\]|https://www.familysearch.org/indexing/admin-new/#/projects/B8CDD08D-5D4F-4A4A-8A65-DBC16575A1A2/overview];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY \\ ACTIVE;
16-1531 \\ 15-0917;004379202;[84D833CC-5036-4BA4-B2D8-04EB8EB68150|https://www.familysearch.org/indexing/admin-new/#/projects/67C6D0BD-019D-4BC3-BF97-018BADFBB875/manage/84D833CC-5036-4BA4-B2D8-04EB8EB68150/batches/list] \\ [84D833CC-5036-4BA4-B2D8-04EB8EB68150|https://www.familysearch.org/indexing/admin-new/#/projects/AAC54CCE-EA18-4419-8EF9-F3C3EC19421A/manage/84D833CC-5036-4BA4-B2D8-04EB8EB68150/batches/list] \\ [84D833CC-5036-4BA4-B2D8-04EB8EB68150|https://www.familysearch.org/indexing/admin-new/#/projects/B8CDD08D-5D4F-4A4A-8A65-DBC16575A1A2/manage/84D833CC-5036-4BA4-B2D8-04EB8EB68150/batches/list];[Luxembourg—Civil Registration, 1796–1923 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/67C6D0BD-019D-4BC3-BF97-018BADFBB875/overview] \\ [Luxembourg—Registres d'état civil, 1796-1923 \[Partie E\]|https://www.familysearch.org/indexing/admin-new/#/projects/AAC54CCE-EA18-4419-8EF9-F3C3EC19421A/overview];In Production \\ In Production;[Luxembourg—Civil Registration, 1796–1923 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/67C6D0BD-019D-4BC3-BF97-018BADFBB875/overview] \\ [Luxembourg—Registres d'état civil, 1796-1923 \[Partie E\]|https://www.familysearch.org/indexing/admin-new/#/projects/AAC54CCE-EA18-4419-8EF9-F3C3EC19421A/overview] \\ [Luxembourg—Registres d'état civil, 1796–1923 \[Partie G\]|https://www.familysearch.org/indexing/admin-new/#/projects/B8CDD08D-5D4F-4A4A-8A65-DBC16575A1A2/overview];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY \\ ACTIVE;
16-1531 \\ 15-0917;004379362;[DE8F4B0C-2130-4726-BB39-EFC921072BEA|https://www.familysearch.org/indexing/admin-new/#/projects/67C6D0BD-019D-4BC3-BF97-018BADFBB875/manage/DE8F4B0C-2130-4726-BB39-EFC921072BEA/batches/list] \\ [DE8F4B0C-2130-4726-BB39-EFC921072BEA|https://www.familysearch.org/indexing/admin-new/#/projects/AAC54CCE-EA18-4419-8EF9-F3C3EC19421A/manage/DE8F4B0C-2130-4726-BB39-EFC921072BEA/batches/list] \\ [DE8F4B0C-2130-4726-BB39-EFC921072BEA|https://www.familysearch.org/indexing/admin-new/#/projects/B8CDD08D-5D4F-4A4A-8A65-DBC16575A1A2/manage/DE8F4B0C-2130-4726-BB39-EFC921072BEA/batches/list];[Luxembourg—Civil Registration, 1796–1923 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/67C6D0BD-019D-4BC3-BF97-018BADFBB875/overview] \\ [Luxembourg—Registres d'état civil, 1796-1923 \[Partie E\]|https://www.familysearch.org/indexing/admin-new/#/projects/AAC54CCE-EA18-4419-8EF9-F3C3EC19421A/overview];In Production \\ In Production;[Luxembourg—Civil Registration, 1796–1923 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/67C6D0BD-019D-4BC3-BF97-018BADFBB875/overview] \\ [Luxembourg—Registres d'état civil, 1796-1923 \[Partie E\]|https://www.familysearch.org/indexing/admin-new/#/projects/AAC54CCE-EA18-4419-8EF9-F3C3EC19421A/overview] \\ [Luxembourg—Registres d'état civil, 1796–1923 \[Partie G\]|https://www.familysearch.org/indexing/admin-new/#/projects/B8CDD08D-5D4F-4A4A-8A65-DBC16575A1A2/overview];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY \\ ACTIVE;
16-1531 \\ 15-0917;004379364;[67590717-DE6B-4C7B-A5BF-17E68AAFDFB9|https://www.familysearch.org/indexing/admin-new/#/projects/67C6D0BD-019D-4BC3-BF97-018BADFBB875/manage/67590717-DE6B-4C7B-A5BF-17E68AAFDFB9/batches/list] \\ [67590717-DE6B-4C7B-A5BF-17E68AAFDFB9|https://www.familysearch.org/indexing/admin-new/#/projects/AAC54CCE-EA18-4419-8EF9-F3C3EC19421A/manage/67590717-DE6B-4C7B-A5BF-17E68AAFDFB9/batches/list] \\ [67590717-DE6B-4C7B-A5BF-17E68AAFDFB9|https://www.familysearch.org/indexing/admin-new/#/projects/B8CDD08D-5D4F-4A4A-8A65-DBC16575A1A2/manage/67590717-DE6B-4C7B-A5BF-17E68AAFDFB9/batches/list];[Luxembourg—Civil Registration, 1796–1923 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/67C6D0BD-019D-4BC3-BF97-018BADFBB875/overview] \\ [Luxembourg—Registres d'état civil, 1796-1923 \[Partie E\]|https://www.familysearch.org/indexing/admin-new/#/projects/AAC54CCE-EA18-4419-8EF9-F3C3EC19421A/overview];In Production \\ In Production;[Luxembourg—Civil Registration, 1796–1923 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/67C6D0BD-019D-4BC3-BF97-018BADFBB875/overview] \\ [Luxembourg—Registres d'état civil, 1796-1923 \[Partie E\]|https://www.familysearch.org/indexing/admin-new/#/projects/AAC54CCE-EA18-4419-8EF9-F3C3EC19421A/overview] \\ [Luxembourg—Registres d'état civil, 1796–1923 \[Partie G\]|https://www.familysearch.org/indexing/admin-new/#/projects/B8CDD08D-5D4F-4A4A-8A65-DBC16575A1A2/overview];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY \\ ACTIVE;
16-1531 \\ 15-0917;007067943;[BC8DFA59-F496-4105-BCD4-E3C65357DF24|https://www.familysearch.org/indexing/admin-new/#/projects/5AD4F3C4-D56A-40D4-8D6F-5F02E1DE42EC/manage/BC8DFA59-F496-4105-BCD4-E3C65357DF24/batches/list] \\ [BC8DFA59-F496-4105-BCD4-E3C65357DF24|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/manage/BC8DFA59-F496-4105-BCD4-E3C65357DF24/batches/list] \\ [BC8DFA59-F496-4105-BCD4-E3C65357DF24|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/manage/BC8DFA59-F496-4105-BCD4-E3C65357DF24/batches/list];[Luxembourg—Registres d’état civil, 1796–1923 \[Partie D\]|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/overview] \\ [Luxemburg—Meldeunterlagen, 1796–1923 \[Teil F\]|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/overview];In Production \\ In Production;[Luxemburg—Meldeunterlagen, 1796–1923 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/5AD4F3C4-D56A-40D4-8D6F-5F02E1DE42EC/overview] \\ [Luxembourg—Registres d’état civil, 1796–1923 \[Partie D\]|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/overview] \\ [Luxemburg—Meldeunterlagen, 1796–1923 \[Teil F\]|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/overview];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
16-1531 \\ 15-0917;007067963;[6E79D97B-FA3C-499F-94B5-C452A1B61AC5|https://www.familysearch.org/indexing/admin-new/#/projects/5AD4F3C4-D56A-40D4-8D6F-5F02E1DE42EC/manage/6E79D97B-FA3C-499F-94B5-C452A1B61AC5/batches/list] \\ [6E79D97B-FA3C-499F-94B5-C452A1B61AC5|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/manage/6E79D97B-FA3C-499F-94B5-C452A1B61AC5/batches/list] \\ [6E79D97B-FA3C-499F-94B5-C452A1B61AC5|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/manage/6E79D97B-FA3C-499F-94B5-C452A1B61AC5/batches/list];[Luxembourg—Registres d’état civil, 1796–1923 \[Partie D\]|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/overview] \\ [Luxemburg—Meldeunterlagen, 1796–1923 \[Teil F\]|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/overview];In Production \\ In Production;[Luxemburg—Meldeunterlagen, 1796–1923 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/5AD4F3C4-D56A-40D4-8D6F-5F02E1DE42EC/overview] \\ [Luxembourg—Registres d’état civil, 1796–1923 \[Partie D\]|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/overview] \\ [Luxemburg—Meldeunterlagen, 1796–1923 \[Teil F\]|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/overview];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
16-1531 \\ 15-0917;007067965;[4417BBA6-EF2F-4CF1-97FA-AF9204A9274C|https://www.familysearch.org/indexing/admin-new/#/projects/5AD4F3C4-D56A-40D4-8D6F-5F02E1DE42EC/manage/4417BBA6-EF2F-4CF1-97FA-AF9204A9274C/batches/list] \\ [4417BBA6-EF2F-4CF1-97FA-AF9204A9274C|https://www.familysearch.org/indexing/admin-new/#/projects/7A8BC1DA-E5B3-4359-A887-B86D93B2C127/manage/4417BBA6-EF2F-4CF1-97FA-AF9204A9274C/batches/list] \\ [4417BBA6-EF2F-4CF1-97FA-AF9204A9274C|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/manage/4417BBA6-EF2F-4CF1-97FA-AF9204A9274C/batches/list];[Luxembourg—Registres d'état civil, 1796–1923 \[Partie H\]|https://www.familysearch.org/indexing/admin-new/#/projects/7A8BC1DA-E5B3-4359-A887-B86D93B2C127/overview] \\ [Luxemburg—Meldeunterlagen, 1796–1923 \[Teil F\]|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/overview];In Production \\ In Production;[Luxemburg—Meldeunterlagen, 1796–1923 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/5AD4F3C4-D56A-40D4-8D6F-5F02E1DE42EC/overview] \\ [Luxembourg—Registres d'état civil, 1796–1923 \[Partie H\]|https://www.familysearch.org/indexing/admin-new/#/projects/7A8BC1DA-E5B3-4359-A887-B86D93B2C127/overview] \\ [Luxemburg—Meldeunterlagen, 1796–1923 \[Teil F\]|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/overview];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
16-1531 \\ 15-0917;007067966;[B0C79570-CFF3-41B7-8282-454BCE95CBA4|https://www.familysearch.org/indexing/admin-new/#/projects/5AD4F3C4-D56A-40D4-8D6F-5F02E1DE42EC/manage/B0C79570-CFF3-41B7-8282-454BCE95CBA4/batches/list] \\ [B0C79570-CFF3-41B7-8282-454BCE95CBA4|https://www.familysearch.org/indexing/admin-new/#/projects/7A8BC1DA-E5B3-4359-A887-B86D93B2C127/manage/B0C79570-CFF3-41B7-8282-454BCE95CBA4/batches/list] \\ [B0C79570-CFF3-41B7-8282-454BCE95CBA4|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/manage/B0C79570-CFF3-41B7-8282-454BCE95CBA4/batches/list];[Luxembourg—Registres d'état civil, 1796–1923 \[Partie H\]|https://www.familysearch.org/indexing/admin-new/#/projects/7A8BC1DA-E5B3-4359-A887-B86D93B2C127/overview] \\ [Luxemburg—Meldeunterlagen, 1796–1923 \[Teil F\]|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/overview];In Production \\ In Production;[Luxemburg—Meldeunterlagen, 1796–1923 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/5AD4F3C4-D56A-40D4-8D6F-5F02E1DE42EC/overview] \\ [Luxembourg—Registres d'état civil, 1796–1923 \[Partie H\]|https://www.familysearch.org/indexing/admin-new/#/projects/7A8BC1DA-E5B3-4359-A887-B86D93B2C127/overview] \\ [Luxemburg—Meldeunterlagen, 1796–1923 \[Teil F\]|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/overview];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
16-1531 \\ 15-0917;007067967;[7A50008F-25C9-44AD-AB08-322C83D5F9CE|https://www.familysearch.org/indexing/admin-new/#/projects/5AD4F3C4-D56A-40D4-8D6F-5F02E1DE42EC/manage/7A50008F-25C9-44AD-AB08-322C83D5F9CE/batches/list] \\ [7A50008F-25C9-44AD-AB08-322C83D5F9CE|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/manage/7A50008F-25C9-44AD-AB08-322C83D5F9CE/batches/list] \\ [7A50008F-25C9-44AD-AB08-322C83D5F9CE|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/manage/7A50008F-25C9-44AD-AB08-322C83D5F9CE/batches/list];[Luxembourg—Registres d’état civil, 1796–1923 \[Partie D\]|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/overview] \\ [Luxemburg—Meldeunterlagen, 1796–1923 \[Teil F\]|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/overview];In Production \\ In Production;[Luxemburg—Meldeunterlagen, 1796–1923 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/5AD4F3C4-D56A-40D4-8D6F-5F02E1DE42EC/overview] \\ [Luxembourg—Registres d’état civil, 1796–1923 \[Partie D\]|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/overview] \\ [Luxemburg—Meldeunterlagen, 1796–1923 \[Teil F\]|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/overview];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
16-1531 \\ 15-0917;007067968;[6A7FCDF9-D8C5-46AE-912C-0A41DF1DF664|https://www.familysearch.org/indexing/admin-new/#/projects/5AD4F3C4-D56A-40D4-8D6F-5F02E1DE42EC/manage/6A7FCDF9-D8C5-46AE-912C-0A41DF1DF664/batches/list] \\ [6A7FCDF9-D8C5-46AE-912C-0A41DF1DF664|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/manage/6A7FCDF9-D8C5-46AE-912C-0A41DF1DF664/batches/list] \\ [6A7FCDF9-D8C5-46AE-912C-0A41DF1DF664|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/manage/6A7FCDF9-D8C5-46AE-912C-0A41DF1DF664/batches/list];[Luxembourg—Registres d’état civil, 1796–1923 \[Partie D\]|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/overview] \\ [Luxemburg—Meldeunterlagen, 1796–1923 \[Teil F\]|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/overview];In Production \\ In Production;[Luxemburg—Meldeunterlagen, 1796–1923 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/5AD4F3C4-D56A-40D4-8D6F-5F02E1DE42EC/overview] \\ [Luxembourg—Registres d’état civil, 1796–1923 \[Partie D\]|https://www.familysearch.org/indexing/admin-new/#/projects/A6281CEC-335A-4104-A407-2590B4CF3052/overview] \\ [Luxemburg—Meldeunterlagen, 1796–1923 \[Teil F\]|https://www.familysearch.org/indexing/admin-new/#/projects/F6932723-5939-4A44-B971-CDFD56DFE14B/overview];READY_FOR_DELIVERY \\ READY_FOR_DELIVERY \\ READY_FOR_DELIVERY;
