Traveler;Rosetta Project;Rosetta State;IDX Project;Project State
[20-0394|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=20-0394];Wisconsin, Wisconsin Vital Records Office, Marriage Records, 1998-2004 (ACOM - 47748) - FSI;In Production;[US, Wisconsin—Marriage Records, 1998–2004|https://www.familysearch.org/indexing/admin-new/#/projects/05A84584-54FA-4F25-BD57-A840770D19EA/overview];TEST
[20-0490|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=20-0490];Wisconsin, Wisconsin Vital Records Office, Marriage Records, 1998-2004 (ACOM - 47748) - FSI;In Production;[US, Wisconsin—Marriage Records, 1998–2004 \[Part T\]|https://www.familysearch.org/indexing/admin-new/#/projects/97ED7400-ADBB-4FE7-AFEF-6389A68D14F9/overview];READY_FOR_DELIVERY
