Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[13-1290|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=13-1290];Nicaragua, Civil Registration, 1809-2013 - FSI/DB for FSI Support;In Production;[Nicaragua—Civil Registration, 1809–2013 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F5C3845-04AE-4E86-B067-F0B35C03D816/overview];8F5C3845-04AE-4E86-B067-F0B35C03D816;ACTIVE
[13-1290|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=13-1290];Nicaragua, Civil Registration, 1809-2013 - FSI/DB for FSI Support;In Production;[Nicaragua—Civil Registration, 1809–2013 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/D5CE5BF4-DFF1-4322-9BBB-42D0347FDB55/overview];D5CE5BF4-DFF1-4322-9BBB-42D0347FDB55;ACTIVE
[13-1290|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=13-1290];Nicaragua, Civil Registration, 1809-2013 - FSI/DB for FSI Support;In Production;[Nicaragua—Civil Registration, 1809–2013 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/4BDC20CE-5DCD-4CD1-B92C-AC2FF78AF14C/overview];4BDC20CE-5DCD-4CD1-B92C-AC2FF78AF14C;ACTIVE
[13-1290|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=13-1290];Nicaragua, Civil Registration, 1809-2013 - FSI/DB for FSI Support;In Production;[Nicaragua—Civil Registration, 1809–2013 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/D3D24608-F8C4-4941-BD5A-8F22B6E4069A/overview];D3D24608-F8C4-4941-BD5A-8F22B6E4069A;ACTIVE
[13-1290|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=13-1290];Nicaragua, Civil Registration, 1809-2013 - FSI/DB for FSI Support;In Production;[Nicaragua—Civil Registration, 1809–2013 \[Part F\]|https://www.familysearch.org/indexing/admin-new/#/projects/51FB73E8-3130-4202-B63C-37598E7E9551/overview];51FB73E8-3130-4202-B63C-37598E7E9551;ACTIVE
[13-1290|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=13-1290];Nicaragua, Civil Registration, 1809-2013 - FSI/DB for FSI Support;In Production;[Nicaragua—Civil Registration, 1809–2013 \[Part G\]|https://www.familysearch.org/indexing/admin-new/#/projects/75F7C144-AA0D-4C18-BD81-96ACF112292B/overview];75F7C144-AA0D-4C18-BD81-96ACF112292B;READY_FOR_WORK
[13-1290|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=13-1290];Nicaragua, Civil Registration, 1809-2013 - FSI/DB for FSI Support;In Production;[Nicaragua—Civil Registration, 1809–2013 \[Part H\]|https://www.familysearch.org/indexing/admin-new/#/projects/09919A22-1B00-4A1F-9911-A082FA04F1ED/overview];09919A22-1B00-4A1F-9911-A082FA04F1ED;READY_FOR_WORK
[13-1290|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=13-1290];Nicaragua, Civil Registration, 1809-2013 - FSI/DB for FSI Support;In Production;[Nicaragua—Registro Civil, Nacimientos, 1809-2013 \[Parte H\]|https://www.familysearch.org/indexing/admin-new/#/projects/12DDFEE7-ACF6-41E5-9A57-F6D1EDD09420/overview];12DDFEE7-ACF6-41E5-9A57-F6D1EDD09420;READY_FOR_DELIVERY
[13-1290|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=13-1290];Nicaragua, Civil Registration, 1809-2013 - FSI/DB for FSI Support;In Production;[Nicaragua—Registro Civil, Nacimientos, 1809-2013 \[Parte I\]|https://www.familysearch.org/indexing/admin-new/#/projects/9549B3C4-19B4-4066-9A47-2391C4100E7D/overview];9549B3C4-19B4-4066-9A47-2391C4100E7D;ACTIVE
[13-1290|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=13-1290];Nicaragua, Civil Registration, 1809-2013 - FSI/DB for FSI Support;In Production;[Nicaragua—Registro Civil, Nacimientos, 1879–2012 \[Parte G\]|https://www.familysearch.org/indexing/admin-new/#/projects/03F00D87-23A9-43BE-A62E-70C9EAB66BA4/overview];03F00D87-23A9-43BE-A62E-70C9EAB66BA4;READY_FOR_DELIVERY
