dgs;Date added to Report;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
007739418;2021-06-04 12:15:26;20-1271: Virginia, Clerk of the County Court, Marriage Records, ca.1730 - 1901 - FSI;[US, Virginia—Marriage Records, 1730–1901 \[Part C\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/C91A7678-BA9A-4B4D-84C5-3A0FEE1C3CC7/overview];In Production;;AFDC9B32-3A17-4DFC-AEE6-3B7309B513B3;;
007740002;2021-06-04 12:15:26;20-1271: Virginia, Clerk of the County Court, Marriage Records, ca.1730 - 1901 - FSI;[US, Virginia—Marriage Records, 1730–1901 \[Part C\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/C91A7678-BA9A-4B4D-84C5-3A0FEE1C3CC7/overview];In Production;;D158D478-38DD-4D15-9B33-B340E55CD654;;
007740004;2021-06-04 12:15:26;20-1271: Virginia, Clerk of the County Court, Marriage Records, ca.1730 - 1901 - FSI;[US, Virginia—Marriage Records, 1730–1901 \[Part C\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/C91A7678-BA9A-4B4D-84C5-3A0FEE1C3CC7/overview];In Production;;0AB024A8-D694-4731-B933-E565A2DA839E;;
007740008;2021-06-04 12:15:26;20-1271: Virginia, Clerk of the County Court, Marriage Records, ca.1730 - 1901 - FSI;[US, Virginia—Marriage Records, 1730–1901 \[Part C\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/C91A7678-BA9A-4B4D-84C5-3A0FEE1C3CC7/overview];In Production;;0F292B5B-18AE-4B52-A8F3-8B6F05EFD9D0;;
007740052;2021-06-04 12:15:26;20-1271: Virginia, Clerk of the County Court, Marriage Records, ca.1730 - 1901 - FSI;[US, Virginia—Marriage Records, 1730–1901 \[Part C\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/C91A7678-BA9A-4B4D-84C5-3A0FEE1C3CC7/overview];In Production;;0BC5784C-0638-43A9-9AEB-5F4D425C254E;;
007740239;2021-06-04 12:15:26;20-1271: Virginia, Clerk of the County Court, Marriage Records, ca.1730 - 1901 - FSI;[US, Virginia—Marriage Records, 1730–1901 \[Part C\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/C91A7678-BA9A-4B4D-84C5-3A0FEE1C3CC7/overview];In Production;;4D2B2BDF-7EB0-4ECD-9CF1-66965E5EDF70;;
007740254;2021-06-04 12:15:26;20-1271: Virginia, Clerk of the County Court, Marriage Records, ca.1730 - 1901 - FSI;[US, Virginia—Marriage Records, 1730–1901 \[Part C\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/C91A7678-BA9A-4B4D-84C5-3A0FEE1C3CC7/overview];In Production;;A6E55189-EC0C-4764-A695-D4A00256243C;;
007740258;2021-06-04 12:15:26;20-1271: Virginia, Clerk of the County Court, Marriage Records, ca.1730 - 1901 - FSI;[US, Virginia—Marriage Records, 1730–1901 \[Part C\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/C91A7678-BA9A-4B4D-84C5-3A0FEE1C3CC7/overview];In Production;;7ED799F2-F323-4C21-8A82-040218B3BE4C;;
007740631;2021-06-04 12:15:26;20-1271: Virginia, Clerk of the County Court, Marriage Records, ca.1730 - 1901 - FSI;[US, Virginia—Marriage Records, 1730–1901 \[Part C\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/C91A7678-BA9A-4B4D-84C5-3A0FEE1C3CC7/overview];In Production;;1B3BD751-A974-4A46-87D0-383AF57F32AF;;
007740632;2021-06-04 12:15:26;20-1271: Virginia, Clerk of the County Court, Marriage Records, ca.1730 - 1901 - FSI;[US, Virginia—Marriage Records, 1730–1901 \[Part C\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/C91A7678-BA9A-4B4D-84C5-3A0FEE1C3CC7/overview];In Production;;BD351F85-01E1-417D-AAF8-BC2089C2B865;;
007740633;2021-06-04 12:15:26;20-1271: Virginia, Clerk of the County Court, Marriage Records, ca.1730 - 1901 - FSI;[US, Virginia—Marriage Records, 1730–1901 \[Part C\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/C91A7678-BA9A-4B4D-84C5-3A0FEE1C3CC7/overview];In Production;;D42C194B-F3CD-4641-9436-F234A7DC854F;;
007740781;2021-06-04 12:15:26;20-1271: Virginia, Clerk of the County Court, Marriage Records, ca.1730 - 1901 - FSI;[US, Virginia—Marriage Records, 1730–1901 \[Part C\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/C91A7678-BA9A-4B4D-84C5-3A0FEE1C3CC7/overview];In Production;;BC855865-0B2C-472C-92B8-1B68E17F928B;;
