Traveler;Rosetta Project;Rosetta State;IDX Project;Project UUID;Project State
[18-0639|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0639];South Africa, Transvaal, Civil Registration Deaths, 1869-1954 - FSI;Completed;[South Africa, Transvaal—Civil Registration, Deaths, 1869–1954 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/3A391A2A-283C-44D5-8083-B3CE822B55F1/overview];3A391A2A-283C-44D5-8083-B3CE822B55F1;READY_FOR_DELIVERY
[18-0639|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=18-0639];South Africa, Transvaal, Civil Registration Deaths, 1869-1954 - FSI;Completed;[South Africa, Transvaal—Civil Registration, Deaths, 1869–1954 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/6F3E60DC-EDB1-404A-8097-1CEBEB6FF2F2/overview];6F3E60DC-EDB1-404A-8097-1CEBEB6FF2F2;READY_FOR_DELIVERY
